chembl_id,molregno,assay_chembl_id,src_id,src_short_name,journal,pubmed_id,doi,tid,accession,pref_name,target_chembl_id,organism,standard_value,standard_units,standard_relation,pchembl_value,drugId,uniprotId,sources,isHighQualityProbe,isTherapeuticTarget
CHEMBL750,39857,CHEMBL3386760,1,LITERATURE,Bioorg Med Chem,2.5245672E7,10.1016/j.bmc.2014.08.014,104764,Q8N1Q1,Carbonic anhydrase,CHEMBL2095180,Homo sapiens,1860.0,nM,=,5.73,CHEMBL750,Q8N1Q1,chembl,false,true
CHEMBL80,6902,CHEMBL871858,1,LITERATURE,J Med Chem,1.6250647E7,10.1021/jm058018d,104765,P41143,Opioid receptors; mu/kappa/delta,CHEMBL2095181,Homo sapiens,1.6,nM,=,8.8,CHEMBL80,P41143,"impc,chembl",false,true
CHEMBL2068971,1359285,CHEMBL750869,1,LITERATURE,J Med Chem,9171865.0,10.1021/jm970162e,104770,P13637,Sodium/potassium-transporting ATPase,CHEMBL2095186,Homo sapiens,1500.0,nM,=,5.82,CHEMBL2068971,P13637,chembl,false,true
CHEMBL428690,14366,CHEMBL832706,1,LITERATURE,J Med Chem,1.5689157E7,10.1021/jm049353p,104772,P49840,Glycogen synthase kinase-3,CHEMBL2095188,Homo sapiens,280.0,nM,=,6.55,CHEMBL428690,P49840,chembl,false,true
CHEMBL15891,16654,CHEMBL3073470,1,LITERATURE,J Pestic Sci,,10.1584/jpestics.R07-07,104774,P18507,GABA-A receptor; alpha-6/beta-3/gamma-2,CHEMBL2095190,Homo sapiens,4.9,nM,=,8.31,CHEMBL15891,P18507,chembl,false,true
CHEMBL1230165,692515,CHEMBL1663408,1,LITERATURE,J Med Chem,2.1174434E7,10.1021/jm101251q,104775,P68400,Casein kinase II,CHEMBL2095191,Homo sapiens,100.0,nM,=,7.0,CHEMBL1230165,P68400,"chemicalProbes,chembl",true,true
CHEMBL1159,187515,CHEMBL660002,1,LITERATURE,J Med Chem,9464357.0,10.1021/jm970762d,104782,O60706,"Sulfonylurea receptor 2, Kir6.2",CHEMBL2095198,Homo sapiens,320.0,nM,=,6.5,CHEMBL1159,O60706,"impc,eva,chembl",false,true
CHEMBL1200323,674274,CHEMBL640812,1,LITERATURE,J Med Chem,6124636.0,10.1021/jm00348a013,104787,P18825,Adrenergic receptor alpha,CHEMBL2095203,Homo sapiens,38.02,nM,=,7.42,CHEMBL1200323,P18825,chembl,false,true
CHEMBL276711,12911,CHEMBL2343158,1,LITERATURE,J Nat Prod,2.3414235E7,10.1021/np300535c,104793,P11362,Fibroblast growth factor receptor,CHEMBL2095217,Homo sapiens,5000.0,nM,=,5.3,CHEMBL276711,P11362,"impc,eva,intogen,gene2phenotype,chembl,uniprot_variants,eva_somatic,cancer_gene_census",false,true
CHEMBL517712,445395,CHEMBL743979,1,LITERATURE,J Med Chem,2016720.0,10.1021/jm00108a030,104795,P11229,Muscarinic acetylcholine receptors; M1 & M2,CHEMBL2095219,Homo sapiens,0.683,nM,=,9.17,CHEMBL517712,P11229,chembl,false,true
CHEMBL429876,433425,CHEMBL4775435,1,LITERATURE,J Med Chem,3.3356253E7,10.1021/acs.jmedchem.0c01536,104798,P08648,Integrin alpha-5/beta-1,CHEMBL2095226,Homo sapiens,15.4,nM,=,7.81,CHEMBL429876,P08648,chembl,false,true
CHEMBL558752,568340,CHEMBL3636902,1,LITERATURE,ACS Med Chem Lett,2.6396681E7,10.1021/ml500526p,104799,P17948,Vascular endothelial growth factor receptor,CHEMBL2095227,Homo sapiens,20.0,nM,=,7.7,CHEMBL558752,P17948,chembl,false,true
CHEMBL12713,10813,CHEMBL3436201,1,LITERATURE,Sci Rep,2.3812503E7,10.1038/srep02100,104801,Q13936,Voltage-gated L-type calcium channel,CHEMBL2095229,Homo sapiens,6300.0,nM,=,5.2,CHEMBL12713,Q13936,"ot_genetics_portal,chembl",false,true
CHEMBL189963,319858,CHEMBL827894,1,LITERATURE,J Med Chem,1.5801831E7,10.1021/jm049354h,104808,P11802,Cyclin-dependent kinase 4/cyclin D,CHEMBL2095942,Homo sapiens,11.0,nM,=,7.96,CHEMBL189963,P11802,"uniprot_literature,impc,eva,intogen,gene2phenotype,chemicalProbes,chembl,eva_somatic,uniprot_variants,cancer_gene_census",true,true
CHEMBL2048028,1351456,CHEMBL2051013,1,LITERATURE,ACS Med Chem Lett,2.4900456E7,10.1021/ml2002482,104816,P20701,"Intercellular adhesion molecule (ICAM-1), Integrin alpha-L/beta-2",CHEMBL2096661,Homo sapiens,74.0,nM,=,7.13,CHEMBL2048028,P20701,chembl,false,true
CHEMBL14935,14665,CHEMBL644193,1,LITERATURE,J Med Chem,8393116.0,10.1021/jm00066a016,104825,P48058,Glutamate receptor ionotropic AMPA,CHEMBL2096670,Homo sapiens,1350.0,nM,=,5.87,CHEMBL14935,P48058,chembl,false,true
CHEMBL429876,433425,CHEMBL2338993,1,LITERATURE,J Med Chem,2.3362923E7,10.1021/jm301221x,104830,P18084,Integrin alpha-V/beta-5,CHEMBL2096675,Homo sapiens,7.6,nM,=,8.12,CHEMBL429876,P18084,chembl,false,true
CHEMBL1008,112651,CHEMBL806152,1,LITERATURE,J Med Chem,2579237.0,10.1021/jm00381a019,104837,Q9NY46,"Sodium channel alpha subunits; brain (Types I, II, III)",CHEMBL2096682,Homo sapiens,840.0,nM,=,6.08,CHEMBL1008,Q9NY46,chembl,false,true
CHEMBL7257,2232,CHEMBL3279115,1,LITERATURE,J Med Chem,278843.0,10.1021/jm00206a022,104841,P28335,Serotonin (5-HT) receptor,CHEMBL2096904,Homo sapiens,79.43,nM,=,7.1,CHEMBL7257,P28335,chembl,false,true
CHEMBL54,3859,CHEMBL874062,1,LITERATURE,J Med Chem,6737423.0,10.1021/jm00372a019,104842,P21917,Dopamine receptor,CHEMBL2096905,Homo sapiens,5.0,nM,=,8.3,CHEMBL54,P21917,chembl,false,true
CHEMBL306764,119368,CHEMBL661062,1,LITERATURE,Bioorg Med Chem Lett,,10.1016/S0960-894X(01)80155-4,104861,P34972,Cannabinoid receptor,CHEMBL2096981,Homo sapiens,164.0,nM,=,6.79,CHEMBL306764,P34972,chemicalProbes,false,false
CHEMBL192,410802,CHEMBL827174,1,LITERATURE,J Med Chem,1.5887951E7,10.1021/jm040217u,104874,P51160,Phosphodiesterase 6,CHEMBL2097163,Homo sapiens,50.0,nM,=,7.3,CHEMBL192,P51160,"impc,ot_genetics_portal,chembl",false,true
CHEMBL300138,83217,CHEMBL655348,1,LITERATURE,Bioorg Med Chem Lett,1.2749884E7,10.1016/s0960-894x(03)00286-5,104875,Q13555,CaM kinase II,CHEMBL2097164,Homo sapiens,10000.0,nM,=,5.0,CHEMBL300138,Q13555,impc,false,false
CHEMBL4521594,2393005,CHEMBL4324752,1,LITERATURE,J Med Chem,3.1746599E7,10.1021/acs.jmedchem.9b01304,10410,Q99571,P2X purinoceptor 4,CHEMBL2104,Homo sapiens,211.0,nM,=,6.68,CHEMBL4521594,Q99571,chemicalProbes,true,false
CHEMBL518924,508408,CHEMBL4149799,1,LITERATURE,ACS Med Chem Lett,2.9795757E7,10.1021/acsmedchemlett.8b00030,10473,P61073,C-X-C chemokine receptor type 4,CHEMBL2107,Homo sapiens,5.0,nM,=,8.3,CHEMBL518924,P61073,"impc,chembl,cancer_gene_census",false,true
CHEMBL488436,452952,CHEMBL988882,1,LITERATURE,Bioorg Med Chem Lett,1.8815031E7,10.1016/j.bmcl.2008.09.024,10474,O60563,Cyclin T1,CHEMBL2108,Homo sapiens,20.0,nM,=,7.7,CHEMBL488436,O60563,impc,false,false
CHEMBL3,115,CHEMBL2412576,1,LITERATURE,J Med Chem,2.3734673E7,10.1021/jm400510u,104894,Q05901,Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3,CHEMBL2109233,Homo sapiens,127.0,nM,=,6.9,CHEMBL3,Q05901,"impc,ot_genetics_portal",false,false
CHEMBL894,77128,CHEMBL829398,1,LITERATURE,J Med Chem,1.6033252E7,10.1021/jm040219e,104895,P32297,Neuronal acetylcholine receptor; alpha3/beta2,CHEMBL2109234,Homo sapiens,1000.0,nM,=,6.0,CHEMBL894,P32297,"ot_genetics_portal,chembl",false,true
CHEMBL207538,348726,CHEMBL3427980,1,LITERATURE,J Med Chem,2.5799373E7,10.1021/acs.jmedchem.5b00032,104905,P31644,GABA-A receptor; agonist GABA site,CHEMBL2109244,Homo sapiens,75.5,nM,=,7.12,CHEMBL207538,P31644,chembl,false,true
CHEMBL1621597,1044548,CHEMBL5034546,1,LITERATURE,J Med Chem,3.4142835E7,10.1021/acs.jmedchem.1c00204,47,P08172,Muscarinic acetylcholine receptor M2,CHEMBL211,Homo sapiens,0.7943,nM,=,9.1,CHEMBL1621597,P08172,chembl,false,true
CHEMBL3301610,1763572,CHEMBL4768630,1,LITERATURE,Eur J Med Chem,3.2200202E7,10.1016/j.ejmech.2020.112239,104911,P50613,Cyclin-dependent kinase 7/ cyclin H,CHEMBL2111288,Homo sapiens,1596.0,nM,=,5.8,CHEMBL3301610,P50613,chembl,false,true
CHEMBL1421,361469,CHEMBL914504,1,LITERATURE,J Med Chem,1.5615512E7,10.1021/jm049486a,104912,P36507,Dual specificity mitogen-activated protein kinase kinase; MEK1/2,CHEMBL2111289,Homo sapiens,1700.0,nM,=,5.77,CHEMBL1421,P36507,"eva,ot_genetics_portal,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL1336,276734,CHEMBL833860,1,LITERATURE,Bioorg Med Chem Lett,1.5225706E7,10.1016/j.bmcl.2004.05.048,105104,P04049,Serine/threonine-protein kinase RAF and Dual specificity mitogen-activated protein kinase kinase 1 (Raf/MEK),CHEMBL2111351,Homo sapiens,3300.0,nM,=,5.48,CHEMBL1336,P04049,"impc,intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL3544960,1926809,CHEMBL3881290,38,PATENT,,,,105106,P31751,Serine/threonine-protein kinase AKT,CHEMBL2111353,Homo sapiens,10.0,nM,=,8.0,CHEMBL3544960,P31751,"impc,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL2105763,1378033,CHEMBL4771392,1,LITERATURE,J Med Chem,3.2608981E7,10.1021/acs.jmedchem.0c00830,105117,Q9Y618,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,Homo sapiens,5.0,nM,=,8.3,CHEMBL2105763,Q9Y618,"eva_somatic,cancer_gene_census",false,false
CHEMBL1236962,699312,CHEMBL4022583,1,LITERATURE,Bioorg Med Chem Lett,2.8571824E7,10.1016/j.bmcl.2017.05.044,105055,P42336,PI3-kinase p110-alpha/p85-alpha,CHEMBL2111367,Homo sapiens,0.019,nM,=,10.72,CHEMBL1236962,P42336,"uniprot_literature,impc,eva,intogen,gene2phenotype,clingen,chembl,eva_somatic,uniprot_variants,cancer_gene_census",false,true
CHEMBL4216005,2294156,CHEMBL4178339,1,LITERATURE,Bioorg Med Chem,2.828487E7,10.1016/j.bmc.2017.02.021,105067,Q9UBU7,CDC7/DBF4 (Cell division cycle 7-related protein kinase/Activator of S phase kinase),CHEMBL2111377,Homo sapiens,1.5,nM,=,8.82,CHEMBL4216005,Q9UBU7,chemicalProbes,false,false
CHEMBL601719,602271,CHEMBL3119007,1,LITERATURE,Bioorg Med Chem,2.4468632E7,10.1016/j.bmc.2014.01.007,105079,Q9UM73,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor),CHEMBL2111387,Homo sapiens,51.0,nM,=,7.29,CHEMBL601719,Q9UM73,"impc,eva,intogen,clingen,chembl,eva_somatic,uniprot_variants,cancer_gene_census",false,true
CHEMBL189963,319858,CHEMBL4005848,1,LITERATURE,J Med Chem,2.8156111E7,10.1021/acs.jmedchem.6b01670,105083,O60563,CDK9/cyclin T1,CHEMBL2111389,Homo sapiens,364.0,nM,=,6.44,CHEMBL189963,O60563,impc,false,false
CHEMBL1715,550857,CHEMBL656373,1,LITERATURE,J Med Chem,1.1906293E7,10.1021/jm010490l,105089,P37231,RXR alpha/PPAR gamma,CHEMBL2111394,Homo sapiens,490.0,nM,=,6.31,CHEMBL1715,P37231,"impc,eva,ot_genetics_portal,chembl,cancer_gene_census",false,true
CHEMBL12,721,CHEMBL5146041,1,LITERATURE,Bioorg Med Chem Lett,3.5218882E7,10.1016/j.bmcl.2022.128637,104921,P47869,GABA A receptor alpha-2/beta-2/gamma-2,CHEMBL2111413,Homo sapiens,20.0,nM,=,7.7,CHEMBL12,P47869,"eva,orphanet,ot_genetics_portal,chembl",false,true
CHEMBL941,88797,CHEMBL846551,1,LITERATURE,Bioorg Med Chem Lett,1.2951113E7,10.1016/s0960-894x(03)00553-5,104922,P00519,Tyrosine-protein kinase ABL,CHEMBL2111414,Homo sapiens,40.0,nM,=,7.4,CHEMBL941,P00519,"impc,eva,intogen,chemicalProbes,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL429876,433425,CHEMBL876414,1,LITERATURE,J Med Chem,1.1855984E7,10.1021/jm0102598,104924,P06756,Integrin alpha-V/beta-6,CHEMBL2111416,Homo sapiens,10000.0,nM,=,5.0,CHEMBL429876,P06756,"impc,intogen,chembl,cancer_gene_census",false,true
CHEMBL214332,24939,CHEMBL868540,1,LITERATURE,Bioorg Med Chem Lett,1.6678415E7,10.1016/j.bmcl.2006.04.050,104933,Q01726,Melanocortin receptor (M1 and M4),CHEMBL2111423,Homo sapiens,0.024,nM,=,10.62,CHEMBL214332,Q01726,chembl,false,true
CHEMBL27759,36237,CHEMBL4345634,1,LITERATURE,J Med Chem,3.2267687E7,10.1021/acs.jmedchem.9b02161,104940,Q92769,Histone deacetylase (HDAC1 and HDAC2),CHEMBL2111429,Homo sapiens,1190.0,nM,=,5.92,CHEMBL27759,Q92769,chembl,false,true
CHEMBL3301610,1763572,CHEMBL3607004,1,LITERATURE,Bioorg Med Chem Lett,2.6115571E7,10.1016/j.bmcl.2015.05.100,104965,Q00534,CDK6/cyclin D3,CHEMBL2111448,Homo sapiens,8.2,nM,=,8.09,CHEMBL3301610,Q00534,"impc,ot_genetics_portal,chembl,cancer_gene_census",false,true
CHEMBL3301610,1763572,CHEMBL3856492,1,LITERATURE,J Med Chem,2.7171036E7,10.1021/acs.jmedchem.6b00150,104977,Q00534,CDK6/cyclin D1,CHEMBL2111455,Homo sapiens,10.0,nM,=,8.0,CHEMBL3301610,Q00534,"impc,ot_genetics_portal,chembl,cancer_gene_census",false,true
CHEMBL522892,494834,CHEMBL1060176,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,10659,P54646,"AMP-activated protein kinase, alpha-2 subunit",CHEMBL2116,Homo sapiens,820.0,nM,=,6.09,CHEMBL522892,P54646,"impc,chembl",false,true
CHEMBL35241,49110,CHEMBL3242684,1,LITERATURE,Bioorg Med Chem,2.4630693E7,10.1016/j.bmc.2014.02.049,10664,P19801,Diamine oxidase,CHEMBL2118,Homo sapiens,13.0,nM,=,7.89,CHEMBL35241,P19801,chemicalProbes,false,false
CHEMBL309415,134945,CHEMBL678783,1,LITERATURE,J Med Chem,9258357.0,10.1021/jm9607459,10103,P15328,Folate receptor alpha,CHEMBL2121,Homo sapiens,0.57,nM,=,9.24,CHEMBL309415,P15328,chemicalProbes,false,false
CHEMBL1767408,1142451,CHEMBL1767485,1,LITERATURE,J Med Chem,2.1417463E7,10.1021/jm1016297,10541,P51582,Pyrimidinergic receptor P2Y4,CHEMBL2123,Homo sapiens,400.0,nM,=,6.4,CHEMBL1767408,P51582,chembl,false,true
CHEMBL175247,293438,CHEMBL4385276,1,LITERATURE,ACS Med Chem Lett,3.0613337E7,10.1021/acsmedchemlett.8b00424,10954,P11150,Hepatic lipase,CHEMBL2127,Homo sapiens,3.0,nM,=,8.52,CHEMBL175247,P11150,"impc,ot_genetics_portal",false,false
CHEMBL1112,155006,CHEMBL4314362,1,LITERATURE,Eur J Med Chem,3.1586817E7,10.1016/j.ejmech.2019.111736,51,P08908,Serotonin 1a (5-HT1a) receptor,CHEMBL214,Homo sapiens,1.7,nM,=,8.77,CHEMBL1112,P08908,"impc,chembl",false,true
CHEMBL4741924,2489592,CHEMBL4676608,1,LITERATURE,J Med Chem,3.3118821E7,10.1021/acs.jmedchem.0c01398,105130,O94925,"Glutaminase kidney isoform, mitochondrial",CHEMBL2146302,Homo sapiens,16.0,nM,=,7.8,CHEMBL4741924,O94925,"ot_genetics_portal,chembl",false,true
CHEMBL1079593,611731,CHEMBL4416473,1,LITERATURE,J Med Chem,3.1609613E7,10.1021/acs.jmedchem.9b00533,10849,P52333,Tyrosine-protein kinase JAK3,CHEMBL2148,Homo sapiens,1.7,nM,=,8.77,CHEMBL1079593,P52333,"impc,intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL463675,466444,CHEMBL4270863,1,LITERATURE,J Nat Prod,2.8322565E7,10.1021/acs.jnatprod.6b01011,55,P09917,Arachidonate 5-lipoxygenase,CHEMBL215,Homo sapiens,60.0,nM,=,7.22,CHEMBL463675,P09917,chemicalProbes,false,false
CHEMBL139,29890,CHEMBL1052371,1,LITERATURE,Bioorg Med Chem Lett,1.9560921E7,10.1016/j.bmcl.2009.06.027,10040,P10145,Interleukin-8,CHEMBL2157,Homo sapiens,8.0,nM,=,8.1,CHEMBL139,P10145,chembl,false,true
CHEMBL1200604,674555,CHEMBL1909170,15,DRUGMATRIX,,,,61,P11229,Muscarinic acetylcholine receptor M1,CHEMBL216,Homo sapiens,68.0,nM,=,7.17,CHEMBL1200604,P11229,chembl,false,true
CHEMBL70927,112090,CHEMBL5127961,1,LITERATURE,Eur J Med Chem,3.5101649E7,10.1016/j.ejmech.2022.114143,105216,P41229,Lysine-specific demethylase 5C,CHEMBL2163176,Homo sapiens,5600.0,nM,=,5.25,CHEMBL70927,P41229,eva,false,false
CHEMBL298734,84655,CHEMBL685870,1,LITERATURE,J Med Chem,9822558.0,10.1021/jm980462b,10093,P01112,Transforming protein p21/H-Ras-1,CHEMBL2167,Homo sapiens,70.0,nM,=,7.16,CHEMBL298734,P01112,"uniprot_literature,impc,eva,intogen,eva_somatic,cancer_gene_census",false,false
CHEMBL4520134,2391545,CHEMBL4376149,1,LITERATURE,J Med Chem,3.1415173E7,10.1021/acs.jmedchem.9b00112,105227,Q9NRG4,N-lysine methyltransferase SMYD2,CHEMBL2169716,Homo sapiens,1300.0,nM,=,5.89,CHEMBL4520134,Q9NRG4,chemicalProbes,true,false
CHEMBL4250860,2315431,CHEMBL4229722,1,LITERATURE,J Med Chem,2.8977749E7,10.1021/acs.jmedchem.7b00882,105346,P00746,Complement factor D,CHEMBL2176771,Homo sapiens,4.0,nM,=,8.4,CHEMBL4250860,P00746,"impc,chembl",false,true
CHEMBL204232,337869,CHEMBL1115255,1,LITERATURE,Bioorg Med Chem Lett,2.0096577E7,10.1016/j.bmcl.2009.12.065,87,P21554,Cannabinoid CB1 receptor,CHEMBL218,Homo sapiens,7.5,nM,=,8.12,CHEMBL204232,P21554,chemicalProbes,true,false
CHEMBL39,2214,CHEMBL3106303,1,LITERATURE,Bioorg Med Chem Lett,2.4365159E7,10.1016/j.bmcl.2013.12.024,10618,P28566,Serotonin 1e (5-HT1e) receptor,CHEMBL2182,Homo sapiens,10.72,nM,=,7.97,CHEMBL39,P28566,chembl,false,true
CHEMBL1721885,1102616,CHEMBL1062834,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,10781,Q96GD4,Serine/threonine-protein kinase Aurora-B,CHEMBL2185,Homo sapiens,340.0,nM,=,6.47,CHEMBL1721885,Q96GD4,"impc,chembl",false,true
CHEMBL3414619,1837801,CHEMBL5210099,65,LIT_EUBOPEN_CGL,,,10.6019/CHEMBL5209897,105446,Q92800,Histone-lysine N-methyltransferase EZH1,CHEMBL2189116,Homo sapiens,124.0,nM,=,6.91,CHEMBL3414619,Q92800,chemicalProbes,true,false
CHEMBL4065484,2205395,CHEMBL4828520,1,LITERATURE,J Med Chem,3.4613724E7,10.1021/acs.jmedchem.1c01059,105447,O75530,Polycomb protein EED,CHEMBL2189117,Homo sapiens,12.2,nM,=,7.91,CHEMBL4065484,O75530,chemicalProbes,true,false
CHEMBL5077861,2722312,CHEMBL5030406,1,LITERATURE,ACS Med Chem Lett,3.5059113E7,10.1021/acsmedchemlett.1c00643,105451,P01116,GTPase KRas,CHEMBL2189121,Homo sapiens,17.0,nM,=,7.77,CHEMBL5077861,P01116,"impc,intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL3613671,1962385,CHEMBL3614950,1,LITERATURE,Bioorg Med Chem,2.6344596E7,10.1016/j.bmc.2015.08.030,105457,Q9BV23,Monoacylglycerol lipase ABHD6,CHEMBL2189127,Homo sapiens,87.1,nM,=,7.06,CHEMBL3613671,Q9BV23,chemicalProbes,false,false
CHEMBL708,33664,CHEMBL5105638,1,LITERATURE,Bioorg Med Chem Lett,3.5820623E7,10.1016/j.bmcl.2022.128883,105469,P17174,"Aspartate aminotransferase, cytoplasmic",CHEMBL2189139,Homo sapiens,5390.0,nM,=,5.27,CHEMBL708,P17174,"impc,ot_genetics_portal",false,false
CHEMBL1200986,674937,CHEMBL3369124,1,LITERATURE,Bioorg Med Chem Lett,2.5047579E7,10.1016/j.bmcl.2014.06.079,90,P21917,Dopamine D4 receptor,CHEMBL219,Homo sapiens,5.8,nM,=,8.24,CHEMBL1200986,P21917,chembl,false,true
CHEMBL532,12506,CHEMBL1008005,1,LITERATURE,J Med Chem,1.9191554E7,10.1021/jm801332q,11061,O43193,Motilin receptor,CHEMBL2203,Homo sapiens,50.12,nM,=,7.3,CHEMBL532,O43193,chembl,false,true
CHEMBL413965,151923,CHEMBL1909130,15,DRUGMATRIX,,,,96,P23219,Cyclooxygenase-1,CHEMBL221,Homo sapiens,894.0,nM,=,6.05,CHEMBL413965,P23219,"impc,chembl",false,true
CHEMBL1201353,675304,CHEMBL1909094,15,DRUGMATRIX,,,,100,P23975,Norepinephrine transporter,CHEMBL222,Homo sapiens,4925.0,nM,=,5.31,CHEMBL1201353,P23975,chembl,false,true
CHEMBL383824,330785,CHEMBL890258,1,LITERATURE,J Nat Prod,1.758395E7,10.1021/np060482d,105507,Q99814,"Hypoxia inducible factors; HIF-1-alpha, HIF-2-alpha",CHEMBL2221345,Homo sapiens,61.0,nM,=,7.21,CHEMBL383824,Q99814,"impc,intogen,ot_genetics_portal,chembl,cancer_gene_census",false,true
CHEMBL1396,330452,CHEMBL2168999,1,LITERATURE,J Med Chem,2.2148173E7,10.1021/jm201301h,105508,P32297,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2",CHEMBL2221346,Homo sapiens,2200.0,nM,=,5.66,CHEMBL1396,P32297,"ot_genetics_portal,chembl",false,true
CHEMBL1175,192908,CHEMBL3430484,1,LITERATURE,J Pharmacol Toxicol Methods,2.5087753E7,10.1016/j.vascn.2014.07.002,105509,P51787,"Voltage-gated potassium channel, IKs; KCNQ1(Kv7.1)/KCNE1(MinK)",CHEMBL2221347,Homo sapiens,10000.0,nM,=,5.0,CHEMBL1175,P51787,"uniprot_literature,impc,ot_genetics_portal,chembl",false,true
CHEMBL255044,418485,CHEMBL4354740,1,LITERATURE,Bioorg Med Chem Lett,3.1416667E7,10.1016/j.bmcl.2019.08.007,105510,O43526,"Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)/KCNQ3(Kv7.3)",CHEMBL2221348,Homo sapiens,560.0,nM,=,6.25,CHEMBL255044,O43526,chembl,false,true
CHEMBL305660,111060,CHEMBL1909087,15,DRUGMATRIX,,,,103,P25100,Alpha-1d adrenergic receptor,CHEMBL223,Homo sapiens,870.6,nM,=,6.06,CHEMBL305660,P25100,chembl,false,true
CHEMBL190461,318390,CHEMBL4687717,1,LITERATURE,J Med Chem,3.2804502E7,10.1021/acs.jmedchem.0c00724,11113,P04798,Cytochrome P450 1A1,CHEMBL2231,Homo sapiens,160.0,nM,=,6.8,CHEMBL190461,P04798,"impc,ot_genetics_portal",false,false
CHEMBL1442422,866306,CHEMBL4669825,1,LITERATURE,Bioorg Med Chem Lett,3.2798652E7,10.1016/j.bmcl.2020.127493,107,P28223,Serotonin 2a (5-HT2a) receptor,CHEMBL224,Homo sapiens,7200.0,nM,=,5.14,CHEMBL1442422,P28223,chembl,false,true
CHEMBL570812,575256,CHEMBL3423534,1,LITERATURE,Eur J Med Chem,2.6002335E7,10.1016/j.ejmech.2015.04.064,11291,O00519,Anandamide amidohydrolase,CHEMBL2243,Homo sapiens,1.9,nM,=,8.72,CHEMBL570812,O00519,chemicalProbes,false,false
CHEMBL157138,263558,CHEMBL3880777,38,PATENT,,,,108,P28335,Serotonin 2c (5-HT2c) receptor,CHEMBL225,Homo sapiens,24.55,nM,=,7.61,CHEMBL157138,P28335,chembl,false,true
CHEMBL3900409,2109780,CHEMBL3859664,1,LITERATURE,J Med Chem,2.7690432E7,10.1021/acs.jmedchem.6b01127,12396,P53634,Dipeptidyl peptidase I,CHEMBL2252,Homo sapiens,2.512,nM,=,8.6,CHEMBL3900409,P53634,chembl,false,true
CHEMBL539423,298316,CHEMBL2184411,1,LITERATURE,J Med Chem,2.2931505E7,10.1021/jm300682j,115,P30556,Type-1 angiotensin II receptor,CHEMBL227,Homo sapiens,0.8,nM,=,9.1,CHEMBL539423,P30556,"impc,eva,chembl",false,true
CHEMBL4650334,2486594,CHEMBL4835172,1,LITERATURE,J Med Chem,3.3719441E7,10.1021/acs.jmedchem.0c02008,12862,Q9UNA0,ADAMTS5,CHEMBL2285,Homo sapiens,19.0,nM,=,7.72,CHEMBL4650334,Q9UNA0,"impc,chembl",false,true
CHEMBL4750217,2497554,CHEMBL4688202,1,LITERATURE,Bioorg Med Chem,3.3246256E7,10.1016/j.bmc.2020.115878,12883,Q13526,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,CHEMBL2288,Homo sapiens,48.0,nM,=,7.32,CHEMBL4750217,Q13526,chemicalProbes,true,false
CHEMBL3589662,1950814,CHEMBL3591177,1,LITERATURE,J Med Chem,2.5730262E7,10.1021/jm501994d,12090,Q13627,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,CHEMBL2292,Homo sapiens,6.0,nM,=,8.22,CHEMBL3589662,Q13627,chemicalProbes,false,false
CHEMBL34259,49931,CHEMBL4120901,1,LITERATURE,J Med Chem,2.9268019E7,10.1021/acs.jmedchem.7b01136,105589,P09429,High mobility group protein B1,CHEMBL2311236,Homo sapiens,500.0,nM,=,6.3,CHEMBL34259,P09429,"impc,chembl",false,true
CHEMBL422,1325,CHEMBL2320419,1,LITERATURE,Bioorg Med Chem,2.3199475E7,10.1016/j.bmc.2012.10.038,105591,Q9BY08,Emopamil-binding protein-like,CHEMBL2311238,Homo sapiens,3.9,nM,=,8.41,CHEMBL422,Q9BY08,ot_genetics_portal,false,false
CHEMBL42,2261,CHEMBL3226700,1,LITERATURE,Medchemcomm,,10.1039/C2MD00311B,128,P35368,Alpha-1b adrenergic receptor,CHEMBL232,Homo sapiens,10.0,nM,=,8.0,CHEMBL42,P35368,"ot_genetics_portal,chembl",false,true
CHEMBL1081188,612338,CHEMBL5100501,1,LITERATURE,J Med Chem,3.637853E7,10.1021/acs.jmedchem.1c00378,105602,O14649,Potassium channel subfamily K member 3,CHEMBL2321613,Homo sapiens,16.0,nM,=,7.8,CHEMBL1081188,O14649,chemicalProbes,true,false
CHEMBL4455357,2362366,CHEMBL5210493,65,LIT_EUBOPEN_CGL,,,10.6019/CHEMBL5210307,105619,Q10469,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",CHEMBL2321630,Homo sapiens,7.8,nM,=,8.11,CHEMBL4455357,Q10469,chemicalProbes,true,false
