chembl_id,molregno,assay_chembl_id,src_id,src_short_name,journal,pubmed_id,doi,tid,accession,pref_name,target_chembl_id,organism,standard_value,standard_units,standard_relation,pchembl_value,isMoA,drugId,uniprotId,sources,isHighQualityProbe,isTherapeuticTarget,proteinClass,isActive
CHEMBL1908397,1248758,CHEMBL1908549,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,100069,P07332,Tyrosine-protein kinase FES,CHEMBL5455,Homo sapiens,750.0,nM,=,6.12,false,CHEMBL1908397,P07332,[cancer_gene_census],false,false,Kinase,false
CHEMBL2017974,1335704,CHEMBL4019283,1,LITERATURE,J Med Chem,2.8829592E7,10.1021/acs.jmedchem.7b00930,11400,P42345,Serine/threonine-protein kinase mTOR,CHEMBL2842,Homo sapiens,19.0,nM,=,7.72,false,CHEMBL2017974,P42345,"[impc, eva, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
CHEMBL96,10909,CHEMBL4398035,1,LITERATURE,J Med Chem,3.1117514E7,10.1021/acs.jmedchem.9b00026,119358,P47870,Gamma-aminobutyric acid receptor subunit alpha-5/beta-2/gamma-2,CHEMBL4523641,Homo sapiens,230.0,nM,=,6.64,false,CHEMBL96,P47870,"[eva, orphanet, ot_genetics_portal, chembl]",false,true,IC,true
CHEMBL96,10909,CHEMBL3370257,1,LITERATURE,Eur J Med Chem,2.5038482E7,10.1016/j.ejmech.2014.07.039,104921,P47870,GABA A receptor alpha-2/beta-2/gamma-2,CHEMBL2111413,Homo sapiens,650.0,nM,=,6.19,false,CHEMBL96,P47870,"[eva, orphanet, ot_genetics_portal, chembl]",false,true,IC,true
CHEMBL259084,428508,CHEMBL981415,1,LITERATURE,J Med Chem,1.9320489E7,10.1021/jm8012129,11105,Q8IW41,MAP kinase-activated protein kinase 5,CHEMBL3094,Homo sapiens,8.0,nM,=,8.1,false,CHEMBL259084,Q8IW41,[ot_genetics_portal],false,false,Kinase,true
CHEMBL1229517,691867,CHEMBL2389930,1,LITERATURE,Bioorg Med Chem,2.3623674E7,10.1016/j.bmc.2013.02.061,100126,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,Homo sapiens,3.2,nM,=,8.49,true,CHEMBL1229517,P15056,"[uniprot_literature, eva, intogen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,true
CHEMBL1229517,691867,CHEMBL4012783,1,LITERATURE,J Med Chem,2.8557458E7,10.1021/acs.jmedchem.6b01862,117759,P15056,BRAF/CRAF,CHEMBL4106189,Homo sapiens,601.0,nM,=,6.22,false,CHEMBL1229517,P15056,"[uniprot_literature, eva, intogen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,false
CHEMBL945,89526,CHEMBL970525,1,LITERATURE,Bioorg Med Chem Lett,1.9339181E7,10.1016/j.bmcl.2009.03.029,100935,Q9UHC3,Amiloride-sensitive cation channel 3,CHEMBL5368,Homo sapiens,4400.0,nM,=,5.36,false,CHEMBL945,Q9UHC3,[impc],false,false,IC,true
CHEMBL428690,14366,CHEMBL1908522,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101204,O00238,Bone morphogenetic protein receptor type-1B,CHEMBL5476,Homo sapiens,450.0,nM,=,6.35,false,CHEMBL428690,O00238,"[impc, ot_genetics_portal]",false,false,Kinase,false
CHEMBL1171837,649637,CHEMBL5128717,1,LITERATURE,Eur J Med Chem,3.5483322E7,10.1016/j.ejmech.2022.114346,100974,Q9UNQ0,ATP-binding cassette sub-family G member 2,CHEMBL5393,Homo sapiens,40.0,nM,=,7.4,false,CHEMBL1171837,Q9UNQ0,"[impc, ot_genetics_portal]",false,false,Transporter,true
CHEMBL98,11305,CHEMBL1119897,1,LITERATURE,Bioorg Med Chem Lett,2.0451378E7,10.1016/j.bmcl.2010.04.041,11232,P56524,Histone deacetylase 4,CHEMBL3524,Homo sapiens,16.0,nM,=,7.8,false,CHEMBL98,P56524,"[impc, intogen, ot_genetics_portal, chembl, eva_somatic]",false,true,Epigenetic,true
CHEMBL1214827,686684,CHEMBL3239735,1,LITERATURE,Eur J Med Chem,2.4763261E7,10.1016/j.ejmech.2014.03.061,11748,P08238,Heat shock protein HSP 90-beta,CHEMBL4303,Homo sapiens,30.0,nM,=,7.52,false,CHEMBL1214827,P08238,"[intogen, chemicalProbes, chembl, cancer_gene_census]",true,true,None,true
CHEMBL1382,321964,CHEMBL3430566,1,LITERATURE,J Pharmacol Toxicol Methods,2.5087753E7,10.1016/j.vascn.2014.07.002,11153,Q9UK17,Voltage-gated potassium channel subunit Kv4.3,CHEMBL1964,Homo sapiens,12589.25,nM,=,4.9,false,CHEMBL1382,Q9UK17,[ot_genetics_portal],false,false,IC,true
CHEMBL924,83838,CHEMBL924794,1,LITERATURE,J Med Chem,1.8327899E7,10.1021/jm7015733,71,P14324,Farnesyl diphosphate synthase,CHEMBL1782,Homo sapiens,0.07,nM,=,10.15,true,CHEMBL924,P14324,"[ot_genetics_portal, chemicalProbes, chembl]",true,true,Enzyme,true
CHEMBL52440,77456,CHEMBL1909109,15,DRUGMATRIX,,,,121,P31645,Serotonin transporter,CHEMBL228,Homo sapiens,1.44,nM,=,8.84,false,CHEMBL52440,P31645,"[impc, clingen, chembl]",false,true,Transporter,true
CHEMBL1141,178545,CHEMBL1645740,1,LITERATURE,Bioorg Med Chem,2.121198E7,10.1016/j.bmc.2010.12.033,12896,P22748,Carbonic anhydrase IV,CHEMBL3729,Homo sapiens,80000.0,nM,=,4.1,false,CHEMBL1141,P22748,"[impc, eva, orphanet, gene2phenotype, chembl]",false,true,Enzyme,false
CHEMBL123558,208679,CHEMBL827807,1,LITERATURE,Bioorg Med Chem Lett,1.5324906E7,10.1016/j.bmcl.2004.06.070,165,Q12809,HERG,CHEMBL240,Homo sapiens,400.0,nM,=,6.4,false,CHEMBL123558,Q12809,"[impc, eva, ot_genetics_portal, chembl]",false,true,IC,true
CHEMBL601719,602271,CHEMBL1908451,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,100836,Q8TDX7,Serine/threonine-protein kinase NEK7,CHEMBL4849,Homo sapiens,5700.0,nM,=,5.24,false,CHEMBL601719,Q8TDX7,[impc],false,false,Kinase,false
CHEMBL181954,305459,CHEMBL828707,1,LITERATURE,Bioorg Med Chem Lett,1.5582409E7,10.1016/j.bmcl.2004.10.042,163,Q07869,Peroxisome proliferator-activated receptor alpha,CHEMBL239,Homo sapiens,2711.0,nM,=,5.57,true,CHEMBL181954,Q07869,"[impc, chembl]",false,true,NR,false
CHEMBL1289926,716337,CHEMBL1908480,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11926,P22607,Fibroblast growth factor receptor 3,CHEMBL2742,Homo sapiens,210.0,nM,=,6.68,false,CHEMBL1289926,P22607,"[uniprot_literature, impc, eva, intogen, ot_genetics_portal, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,false
CHEMBL607707,604615,CHEMBL1061145,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,30009,P29320,Ephrin type-A receptor 3,CHEMBL4954,Homo sapiens,4000.0,nM,=,5.4,false,CHEMBL607707,P29320,"[uniprot_literature, impc, intogen, chembl, cancer_gene_census]",false,true,Kinase,false
CHEMBL254328,422175,CHEMBL1052376,1,LITERATURE,Eur J Med Chem,1.9211174E7,10.1016/j.ejmech.2009.01.002,76,P15538,Cytochrome P450 11B1,CHEMBL1908,Homo sapiens,1608.0,nM,=,5.79,false,CHEMBL254328,P15538,"[impc, chembl]",false,true,Enzyme,true
CHEMBL300138,83217,CHEMBL1908551,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11752,P35916,Vascular endothelial growth factor receptor 3,CHEMBL1955,Homo sapiens,3800.0,nM,=,5.42,false,CHEMBL300138,P35916,"[impc, intogen, ot_genetics_portal, chembl, uniprot_variants, cancer_gene_census]",false,true,Kinase,false
CHEMBL1789941,1153572,CHEMBL4360509,1,LITERATURE,Eur J Med Chem,3.1202993E7,10.1016/j.ejmech.2019.06.011,20113,P55055,LXR-beta,CHEMBL4093,Homo sapiens,45000.0,nM,=,4.35,false,CHEMBL1789941,P55055,"[impc, chembl]",false,true,NR,false
CHEMBL844,62817,CHEMBL984239,1,LITERATURE,J Med Chem,1.9133776E7,10.1021/jm800838r,104743,P18089,Adrenergic receptor alpha-2,CHEMBL2095158,Homo sapiens,1.413,nM,=,8.85,true,CHEMBL844,P18089,"[impc, chembl]",false,true,GPCR,true
CHEMBL844,62817,CHEMBL645106,1,LITERATURE,Bioorg Med Chem Lett,,10.1016/0960-894X(95)00391-6,216,P18089,Alpha-2b adrenergic receptor,CHEMBL1942,Homo sapiens,34.67,nM,=,7.46,false,CHEMBL844,P18089,"[impc, chembl]",false,true,GPCR,true
CHEMBL1289494,715901,CHEMBL3429406,1,LITERATURE,Bioorg Med Chem Lett,2.5908516E7,10.1016/j.bmcl.2015.03.088,12627,P16234,Platelet-derived growth factor receptor alpha,CHEMBL2007,Homo sapiens,2.26,nM,=,8.65,false,CHEMBL1289494,P16234,"[uniprot_literature, impc, eva, intogen, clingen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
CHEMBL180022,299120,CHEMBL1908528,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,12967,O14757,Serine/threonine-protein kinase Chk1,CHEMBL4630,Homo sapiens,5700.0,nM,=,5.24,false,CHEMBL180022,O14757,"[clingen, chembl]",false,true,Kinase,false
CHEMBL1162175,643714,CHEMBL931130,1,LITERATURE,J Med Chem,1.8232657E7,10.1021/jm701348d,176,Q9H244,Purinergic receptor P2Y12,CHEMBL2001,Homo sapiens,16.0,nM,=,7.8,true,CHEMBL1162175,Q9H244,"[impc, chembl]",false,true,GPCR,true
CHEMBL3633802,1971064,CHEMBL3635401,1,LITERATURE,Bioorg Med Chem Lett,2.6522946E7,10.1016/j.bmcl.2015.10.032,103574,Q9H237,Probable protein-cysteine N-palmitoyltransferase porcupine,CHEMBL1255163,Homo sapiens,2.9,nM,=,8.54,false,CHEMBL3633802,Q9H237,"[impc, chembl]",false,true,Enzyme,true
CHEMBL112,16450,CHEMBL991856,1,LITERATURE,Bioorg Med Chem,1.8579385E7,10.1016/j.bmc.2008.06.013,15,P00918,Carbonic anhydrase II,CHEMBL205,Homo sapiens,6200.0,nM,=,5.21,false,CHEMBL112,P00918,"[uniprot_literature, impc, eva, orphanet, gene2phenotype, chembl, uniprot_variants]",false,true,Enzyme,true
CHEMBL1721885,1102616,CHEMBL1908528,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,12967,O14757,Serine/threonine-protein kinase Chk1,CHEMBL4630,Homo sapiens,1200.0,nM,=,5.92,false,CHEMBL1721885,O14757,"[clingen, chembl]",false,true,Kinase,false
CHEMBL1535,429737,CHEMBL4303095,52,SARS_COV_2,Nature,3.2353859E7,10.1038/s41586-020-2286-9,52,P08913,Alpha-2a adrenergic receptor,CHEMBL1867,Homo sapiens,6456.54,nM,=,5.19,false,CHEMBL1535,P08913,"[impc, ot_genetics_portal, chembl]",false,true,GPCR,false
CHEMBL190461,318390,CHEMBL4687691,1,LITERATURE,J Med Chem,3.2804502E7,10.1021/acs.jmedchem.0c00724,108,P28335,Serotonin 2c (5-HT2c) receptor,CHEMBL225,Homo sapiens,1100.0,nM,=,5.96,false,CHEMBL190461,P28335,"[impc, chembl]",false,true,GPCR,false
CHEMBL953,92412,CHEMBL4418739,38,PATENT,,,,105661,Q9C0B1,Alpha-ketoglutarate-dependent dioxygenase FTO,CHEMBL2331065,Homo sapiens,3000.0,nM,=,5.52,false,CHEMBL953,Q9C0B1,"[uniprot_literature, impc, ot_genetics_portal]",false,false,Enzyme,true
CHEMBL109480,183934,CHEMBL1020355,1,LITERATURE,Bioorg Med Chem,1.9017562E7,10.1016/j.bmc.2008.10.087,188,P04626,Receptor protein-tyrosine kinase erbB-2,CHEMBL1824,Homo sapiens,31.0,nM,=,7.51,false,CHEMBL109480,P04626,"[impc, eva, intogen, ot_genetics_portal, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,false
CHEMBL1140,175447,CHEMBL3391379,1,LITERATURE,Medchemcomm,,10.1039/C1MD00199J,100448,Q96EB6,NAD-dependent deacetylase sirtuin 1,CHEMBL4506,Homo sapiens,25000.0,nM,=,4.6,false,CHEMBL1140,Q96EB6,"[impc, chembl]",false,true,Epigenetic,false
CHEMBL267476,4398,CHEMBL3069174,1,LITERATURE,Med Chem Res,,10.1007/s00044-012-0285-6,133,P37231,Peroxisome proliferator-activated receptor gamma,CHEMBL235,Homo sapiens,6200.0,nM,=,5.21,false,CHEMBL267476,P37231,"[uniprot_literature, impc, eva, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census]",false,true,NR,false
CHEMBL4859268,2553039,CHEMBL4835255,1,LITERATURE,J Med Chem,3.3719441E7,10.1021/acs.jmedchem.0c02008,12862,Q9UNA0,ADAMTS5,CHEMBL2285,Homo sapiens,40.0,nM,=,7.4,false,CHEMBL4859268,Q9UNA0,"[impc, chembl]",false,true,Enzyme,true
CHEMBL1287853,714243,CHEMBL1908424,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11755,P06241,Tyrosine-protein kinase FYN,CHEMBL1841,Homo sapiens,38.0,nM,=,7.42,false,CHEMBL1287853,P06241,"[impc, chembl]",false,true,Kinase,false
CHEMBL3936761,2146132,CHEMBL4414915,1,LITERATURE,J Med Chem,3.1381333E7,10.1021/acs.jmedchem.9b00687,100418,P42680,Tyrosine-protein kinase TEC,CHEMBL4246,Homo sapiens,2.0,nM,=,8.7,false,CHEMBL3936761,P42680,"[impc, intogen, ot_genetics_portal, chembl, cancer_gene_census]",false,true,Kinase,true
CHEMBL45816,72035,CHEMBL4181848,1,LITERATURE,J Med Chem,2.9116786E7,10.1021/acs.jmedchem.7b01236,11480,Q14524,Sodium channel protein type V alpha subunit,CHEMBL1980,Homo sapiens,500.0,nM,=,6.3,false,CHEMBL45816,Q14524,"[uniprot_literature, impc, eva, orphanet, ot_genetics_portal, gene2phenotype, gene_burden, clingen, chembl, uniprot_variants]",false,true,IC,true
CHEMBL1289926,716337,CHEMBL1908806,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30042,Q9NSY1,BMP-2-inducible protein kinase,CHEMBL4522,Homo sapiens,1000.0,nM,=,6.0,false,CHEMBL1289926,Q9NSY1,[ot_genetics_portal],false,false,Kinase,false
CHEMBL377300,343041,CHEMBL1908554,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11785,P08631,Tyrosine-protein kinase HCK,CHEMBL3234,Homo sapiens,2700.0,nM,=,5.57,false,CHEMBL377300,P08631,"[impc, chembl]",false,true,Kinase,false
CHEMBL1201182,675133,CHEMBL4028921,1,LITERATURE,Toxicol Sci,2.3956101E7,10.1093/toxsci/kft176,102394,O95342,Bile salt export pump,CHEMBL6020,Homo sapiens,2690.0,nM,=,5.57,false,CHEMBL1201182,O95342,[impc],false,false,Transporter,false
CHEMBL223360,371147,CHEMBL1908727,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30006,O94804,Serine/threonine-protein kinase 10,CHEMBL3981,Homo sapiens,460.0,nM,=,6.34,false,CHEMBL223360,O94804,"[uniprot_literature, ot_genetics_portal, uniprot_variants]",false,false,Kinase,false
CHEMBL15023,14882,CHEMBL839610,1,LITERATURE,J Med Chem,1.6033255E7,10.1021/jm049073+,11272,Q99720,Sigma opioid receptor,CHEMBL287,Homo sapiens,0.83,nM,=,9.08,false,CHEMBL15023,Q99720,"[impc, chembl]",false,true,None,true
CHEMBL603469,597145,CHEMBL1908442,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11637,Q16512,Protein kinase N1,CHEMBL3384,Homo sapiens,5.3,nM,=,8.28,false,CHEMBL603469,Q16512,[impc],false,false,Kinase,true
CHEMBL941,88797,CHEMBL1908534,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,19623,P51617,Interleukin-1 receptor-associated kinase 1,CHEMBL3357,Homo sapiens,1200.0,nM,=,5.92,false,CHEMBL941,P51617,[intogen],false,false,Kinase,false
CHEMBL553,14785,CHEMBL1908790,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30047,Q9UKE5,TRAF2- and NCK-interacting kinase,CHEMBL4527,Homo sapiens,4500.0,nM,=,5.35,false,CHEMBL553,Q9UKE5,[impc],false,false,Kinase,false
CHEMBL491473,456867,CHEMBL1908696,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,9,P00533,Epidermal growth factor receptor erbB1,CHEMBL203,Homo sapiens,84.0,nM,=,7.08,false,CHEMBL491473,P00533,"[uniprot_literature, impc, eva, intogen, ot_genetics_portal, clingen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
CHEMBL1200986,674937,CHEMBL3369123,1,LITERATURE,Bioorg Med Chem Lett,2.5047579E7,10.1016/j.bmcl.2014.06.079,130,P35462,Dopamine D3 receptor,CHEMBL234,Homo sapiens,3.5,nM,=,8.46,false,CHEMBL1200986,P35462,"[uniprot_literature, impc, chembl]",false,true,GPCR,true
CHEMBL296468,71663,CHEMBL1908581,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10903,Q15139,Protein kinase C mu,CHEMBL3863,Homo sapiens,1200.0,nM,=,5.92,false,CHEMBL296468,Q15139,"[impc, chembl, cancer_gene_census]",false,true,Kinase,false
CHEMBL726,36842,CHEMBL1909204,15,DRUGMATRIX,,,,11755,P06241,Tyrosine-protein kinase FYN,CHEMBL1841,Homo sapiens,7990.0,nM,=,5.1,false,CHEMBL726,P06241,"[impc, ot_genetics_portal, chembl]",false,true,Kinase,false
CHEMBL165,103658,CHEMBL861699,1,LITERATURE,J Med Chem,1.6686543E7,10.1021/jm060253o,11398,P08183,P-glycoprotein 1,CHEMBL4302,Homo sapiens,60000.0,nM,=,4.22,false,CHEMBL165,P08183,"[impc, ot_genetics_portal, chembl]",false,true,Transporter,false
CHEMBL1200692,674643,CHEMBL3039493,1,LITERATURE,Mol Pharmacol,2.3571415E7,10.1124/mol.112.084152,104062,Q9NPD5,Solute carrier organic anion transporter family member 1B3,CHEMBL1743121,Homo sapiens,750.0,nM,=,6.12,false,CHEMBL1200692,Q9NPD5,[impc],false,false,Transporter,true
CHEMBL1350,299299,CHEMBL2444634,1,LITERATURE,Bioorg Med Chem,2.4071448E7,10.1016/j.bmc.2013.08.054,13001,P08253,Matrix metalloproteinase-2,CHEMBL333,Homo sapiens,7200.0,nM,=,5.14,false,CHEMBL1350,P08253,"[uniprot_literature, impc, eva, orphanet, gene2phenotype, uniprot_variants]",false,false,Enzyme,false
CHEMBL1873475,1214046,CHEMBL4414920,1,LITERATURE,J Med Chem,3.1381333E7,10.1021/acs.jmedchem.9b00687,12699,Q15303,Receptor protein-tyrosine kinase erbB-4,CHEMBL3009,Homo sapiens,0.25,nM,=,9.6,false,CHEMBL1873475,Q15303,"[impc, intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
CHEMBL296468,71663,CHEMBL1061074,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,10197,P49841,Glycogen synthase kinase-3 beta,CHEMBL262,Homo sapiens,37.0,nM,=,7.43,false,CHEMBL296468,P49841,"[impc, chembl]",false,true,Kinase,false
CHEMBL71,6216,CHEMBL895619,1,LITERATURE,J Med Chem,1.7880057E7,10.1021/jm070516u,130,P35462,Dopamine D3 receptor,CHEMBL234,Homo sapiens,1.585,nM,=,8.8,false,CHEMBL71,P35462,"[uniprot_literature, impc, chembl]",false,true,GPCR,true
CHEMBL1721885,1102616,CHEMBL1908713,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10434,P12931,Tyrosine-protein kinase SRC,CHEMBL267,Homo sapiens,4900.0,nM,=,5.31,false,CHEMBL1721885,P12931,"[impc, eva, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
CHEMBL1642,485100,CHEMBL871419,1,LITERATURE,Bioorg Med Chem Lett,1.6678414E7,10.1016/j.bmcl.2006.04.043,104811,P00519,Bcr/Abl fusion protein,CHEMBL2096618,Homo sapiens,90.0,nM,=,7.05,true,CHEMBL1642,P00519,"[impc, eva, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
CHEMBL1642,485100,CHEMBL5131758,1,LITERATURE,J Med Chem,3.3539089E7,10.1021/acs.jmedchem.0c01467,8,P00519,Tyrosine-protein kinase ABL,CHEMBL1862,Homo sapiens,190.0,nM,=,6.72,true,CHEMBL1642,P00519,"[impc, eva, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
CHEMBL1421,361469,CHEMBL1243969,1,LITERATURE,Nat Chem Biol,1.8849971E7,10.1038/nchembio.117,11400,P42345,Serine/threonine-protein kinase mTOR,CHEMBL2842,Homo sapiens,35000.0,nM,=,4.46,false,CHEMBL1421,P42345,"[impc, eva, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
CHEMBL1111,154051,CHEMBL4426323,1,LITERATURE,Bioorg Med Chem Lett,2.7321813E7,10.1016/j.bmcl.2016.06.014,249,P25101,Endothelin receptor ET-A,CHEMBL252,Homo sapiens,1.0,nM,=,9.0,false,CHEMBL1111,P25101,"[impc, ot_genetics_portal, chembl]",false,true,GPCR,true
CHEMBL1789941,1153572,CHEMBL1908471,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,102770,Q9Y2K2,Serine/threonine-protein kinase SIK3,CHEMBL6149,Homo sapiens,1300.0,nM,=,5.89,false,CHEMBL1789941,Q9Y2K2,"[impc, ot_genetics_portal]",false,false,Kinase,false
CHEMBL58323,88739,CHEMBL2328117,1,LITERATURE,J Med Chem,2.3121096E7,10.1021/jm3011433,18061,Q15858,Sodium channel protein type IX alpha subunit,CHEMBL4296,Homo sapiens,182.0,nM,=,6.74,false,CHEMBL58323,Q15858,"[uniprot_literature, impc, eva, orphanet, gene2phenotype, clingen, chembl, uniprot_variants]",false,true,IC,true
CHEMBL362558,311715,CHEMBL832693,1,LITERATURE,J Med Chem,1.5267232E7,10.1021/jm049768a,12946,P11802,Cyclin-dependent kinase 4,CHEMBL331,Homo sapiens,1800.0,nM,=,5.75,false,CHEMBL362558,P11802,"[uniprot_literature, impc, eva, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,false
CHEMBL51085,75507,CHEMBL4381028,1,LITERATURE,J Med Chem,3.1922756E7,10.1021/acs.jmedchem.9b01492,103757,P14598,Neutrophil cytosol factor 1,CHEMBL1613743,Homo sapiens,12000.0,nM,=,4.92,false,CHEMBL51085,P14598,[ot_genetics_portal],false,false,None,false
CHEMBL4297674,2335645,CHEMBL4616779,1,LITERATURE,J Med Chem,3.0893553E7,10.1021/acs.jmedchem.9b00167,30016,P51813,Tyrosine-protein kinase BMX,CHEMBL3834,Homo sapiens,1.5,nM,=,8.82,false,CHEMBL4297674,P51813,"[impc, chembl]",false,true,Kinase,true
CHEMBL535,13048,CHEMBL1061075,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,234,P08069,Insulin-like growth factor I receptor,CHEMBL1957,Homo sapiens,2600.0,nM,=,5.58,false,CHEMBL535,P08069,"[impc, chembl]",false,true,Kinase,false
CHEMBL633,27185,CHEMBL814596,1,LITERATURE,J Med Chem,1.1806713E7,10.1021/jm001126+,59,P10827,Thyroid hormone receptor alpha,CHEMBL1860,Homo sapiens,650.0,nM,=,6.19,false,CHEMBL633,P10827,"[impc, chembl]",false,true,NR,true
CHEMBL180022,299120,CHEMBL1908835,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101410,Q9BYT3,Serine/threonine-protein kinase 33,CHEMBL6005,Homo sapiens,940.0,nM,=,6.03,false,CHEMBL180022,Q9BYT3,[eva_somatic],false,false,Kinase,false
CHEMBL506871,494280,CHEMBL4431950,1,LITERATURE,Bioorg Med Chem Lett,2.7353531E7,10.1016/j.bmcl.2016.06.045,11663,P09874,Poly [ADP-ribose] polymerase-1,CHEMBL3105,Homo sapiens,1.0,nM,=,9.0,false,CHEMBL506871,P09874,"[ot_genetics_portal, chemicalProbes, chembl]",true,true,Enzyme,true
CHEMBL1433,371546,CHEMBL891123,1,LITERATURE,Bioorg Med Chem,1.7267227E7,10.1016/j.bmc.2007.01.026,11109,P08254,Matrix metalloproteinase 3,CHEMBL283,Homo sapiens,25000.0,nM,=,4.6,false,CHEMBL1433,P08254,"[impc, ot_genetics_portal, chembl]",false,true,None,false
CHEMBL1230609,692959,CHEMBL1908719,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101282,O15146,"Muscle, skeletal receptor tyrosine protein kinase",CHEMBL5684,Homo sapiens,13.0,nM,=,7.89,false,CHEMBL1230609,O15146,[ot_genetics_portal],false,false,Kinase,true
CHEMBL3286580,1757098,CHEMBL4316415,1,LITERATURE,Eur J Med Chem,3.1734022E7,10.1016/j.ejmech.2019.111857,72,P14416,Dopamine D2 receptor,CHEMBL217,Homo sapiens,1215.0,nM,=,5.92,false,CHEMBL3286580,P14416,"[ot_genetics_portal, chembl]",false,true,GPCR,false
CHEMBL715,34197,CHEMBL617277,1,LITERATURE,J Med Chem,1.1170639E7,10.1021/jm0002432,108,P28335,Serotonin 2c (5-HT2c) receptor,CHEMBL225,Homo sapiens,2.8,nM,=,8.55,true,CHEMBL715,P28335,"[impc, chembl]",false,true,GPCR,true
CHEMBL715,34197,CHEMBL617201,1,LITERATURE,Bioorg Med Chem Lett,,10.1016/S0960-894X(96)00567-7,104784,P28335,Serotonin 2 (5-HT2) receptor,CHEMBL2095200,Homo sapiens,10.0,nM,=,8.0,false,CHEMBL715,P28335,"[impc, chembl]",false,true,GPCR,true
CHEMBL87563,138792,CHEMBL3743972,1,LITERATURE,J Med Chem,2.6575094E7,10.1021/acs.jmedchem.5b01171,12,P00747,Plasminogen,CHEMBL1801,Homo sapiens,1550.0,nM,=,5.81,false,CHEMBL87563,P00747,"[impc, chembl]",false,true,Enzyme,true
CHEMBL1294,255477,CHEMBL3436126,1,LITERATURE,J Appl Toxicol,2.2761E7,10.1002/jat.2784,169,Q13936,Voltage-gated L-type calcium channel alpha-1C subunit,CHEMBL1940,Homo sapiens,19820.0,nM,=,4.7,false,CHEMBL1294,Q13936,"[impc, eva, ot_genetics_portal, chembl]",false,true,IC,true
CHEMBL502835,522730,CHEMBL1908505,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11902,P04629,Nerve growth factor receptor Trk-A,CHEMBL2815,Homo sapiens,4.5,nM,=,8.35,false,CHEMBL502835,P04629,"[impc, eva, orphanet, intogen, chembl, cancer_gene_census]",false,true,Kinase,true
CHEMBL572878,436277,CHEMBL1908748,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,12665,Q04759,Protein kinase C theta,CHEMBL3920,Homo sapiens,5300.0,nM,=,5.28,false,CHEMBL572878,Q04759,"[impc, chembl]",false,true,Kinase,false
CHEMBL1230609,692959,CHEMBL1908662,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,103453,O43283,Mitogen-activated protein kinase kinase kinase 13,CHEMBL1163124,Homo sapiens,16.0,nM,=,7.8,false,CHEMBL1230609,O43283,"[intogen, cancer_gene_census]",false,false,Kinase,true
