chembl_id,molregno,tid,accession,pref_name,target_chembl_id,min_standard_value,standard_units,drugId,uniprotId,sources,isHighQualityProbe,isTherapeuticTarget
CHEMBL275638,18145,104679,Q08493,Phosphodiesterase 4,CHEMBL2093863,50.0,%,CHEMBL275638,Q08493,chembl,false,true
CHEMBL276832,8788,105469,P17174,"Aspartate aminotransferase, cytoplasmic",CHEMBL2189139,26620.0,nM,CHEMBL276832,P17174,impc,false,false
CHEMBL288441,62111,101411,O75385,Serine/threonine-protein kinase ULK1,CHEMBL6006,1200.0,nM,CHEMBL288441,O75385,"impc,intogen",false,false
CHEMBL288441,62111,101410,Q9BYT3,Serine/threonine-protein kinase 33,CHEMBL6005,37.0,nM,CHEMBL288441,Q9BYT3,eva_somatic,false,false
CHEMBL289480,60422,216,P18089,Alpha-2b adrenergic receptor,CHEMBL1942,42.66,nM,CHEMBL289480,P18089,"impc,chembl",false,true
CHEMBL289480,60422,104743,P18089,Adrenergic receptor alpha-2,CHEMBL2095158,180.0,nM,CHEMBL289480,P18089,"impc,chembl",false,true
CHEMBL295316,63417,188,P04626,Receptor protein-tyrosine kinase erbB-2,CHEMBL1824,30800.0,nM,CHEMBL295316,P04626,"chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL296468,71663,20014,O14965,Serine/threonine-protein kinase Aurora-A,CHEMBL4722,7400.0,nM,CHEMBL296468,O14965,"impc,chembl,eva_somatic",false,true
CHEMBL3,115,12594,P05177,Cytochrome P450 1A2,CHEMBL3356,4100000.0,nM,CHEMBL3,P05177,impc,false,false
CHEMBL3,115,104714,Q70Z44,Serotonin 3 (5-HT3) receptor,CHEMBL2094132,71000.0,nM,CHEMBL3,Q70Z44,chembl,false,true
CHEMBL3039513,1592331,10849,P52333,Tyrosine-protein kinase JAK3,CHEMBL2148,1.2,nM,CHEMBL3039513,P52333,"impc,chembl",false,true
CHEMBL3039513,1592331,107917,P52333,JAK3/JAK1,CHEMBL3038491,932.0,nM,CHEMBL3039513,P52333,"impc,chembl",false,true
CHEMBL3127525,1624151,104106,P43490,Nicotinamide phosphoribosyltransferase,CHEMBL1744525,8.8,nM,CHEMBL3127525,P43490,chemicalProbes,false,false
CHEMBL3137336,1626767,104683,P17252,Protein kinase C (PKC),CHEMBL2093867,753.0,nM,CHEMBL3137336,P17252,"impc,chembl",false,true
CHEMBL3236071,1734601,100988,Q13490,Baculoviral IAP repeat-containing protein 2,CHEMBL5462,24.0,nM,CHEMBL3236071,Q13490,chemicalProbes,false,false
CHEMBL325041,187372,12955,P07384,Calpain 1,CHEMBL3891,0.0,%,CHEMBL325041,P07384,impc,false,false
CHEMBL325109,182814,90,P21917,Dopamine D4 receptor,CHEMBL219,3.2,nM,CHEMBL325109,P21917,"chembl,eva_somatic",false,true
CHEMBL3288011,1758544,10599,Q07343,Phosphodiesterase 4B,CHEMBL275,0.0631,nM,CHEMBL3288011,Q07343,chemicalProbes,false,false
CHEMBL33,1795,104766,Q13509,Tubulin,CHEMBL2095182,11270.0,nM,CHEMBL33,Q13509,"ot_genetics_portal,chembl",false,true
CHEMBL3426621,1844006,11149,O75116,Rho-associated protein kinase 2,CHEMBL2973,3.8,nM,CHEMBL3426621,O75116,"impc,chembl",false,true
CHEMBL3480577,1896651,90,P21917,Dopamine D4 receptor,CHEMBL219,0.2,nM,CHEMBL3480577,P21917,chemicalProbes,true,false
CHEMBL3544913,1926762,18072,Q99250,Sodium channel protein type II alpha subunit,CHEMBL4187,13000.0,nM,CHEMBL3544913,Q99250,"ot_genetics_portal,chembl",false,true
CHEMBL3545027,1926876,100126,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,6.0,nM,CHEMBL3545027,P15056,"uniprot_literature,eva,intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL370805,333370,104688,O14764,GABA-A receptor; anion channel,CHEMBL2093872,127000.0,nM,CHEMBL370805,O14764,chembl,false,true
CHEMBL376408,366712,117060,P10415,Apoptosis regulator Bcl-2/Bcl-2 homologous antagonist/killer,CHEMBL3885516,20.0,nM,CHEMBL376408,P10415,"chembl,cancer_gene_census",false,true
CHEMBL376408,366712,100304,P10415,Apoptosis regulator Bcl-2,CHEMBL4860,60.0,%,CHEMBL376408,P10415,"chembl,cancer_gene_census",false,true
CHEMBL376408,366712,100304,P10415,Apoptosis regulator Bcl-2,CHEMBL4860,0.6,nM,CHEMBL376408,P10415,"chembl,cancer_gene_census",false,true
CHEMBL377300,343041,11209,P42684,Tyrosine-protein kinase ABL2,CHEMBL4014,1800.0,nM,CHEMBL377300,P42684,"intogen,ot_genetics_portal,cancer_gene_census",false,false
CHEMBL377300,343041,101270,Q8TDR2,Serine/threonine-protein kinase 35,CHEMBL5651,26.0,nM,CHEMBL377300,Q8TDR2,ot_genetics_portal,false,false
CHEMBL384304,361203,30015,P49761,Dual specificity protein kinase CLK3,CHEMBL4226,13.0,nM,CHEMBL384304,P49761,ot_genetics_portal,false,false
CHEMBL39,2214,10618,P28566,Serotonin 1e (5-HT1e) receptor,CHEMBL2182,4.0,nM,CHEMBL39,P28566,chembl,false,true
CHEMBL3900554,2109925,109097,Q07108,Early activation antigen CD69,CHEMBL3308911,1300.0,nM,CHEMBL3900554,Q07108,impc,false,false
CHEMBL393545,405945,12967,O14757,Serine/threonine-protein kinase Chk1,CHEMBL4630,85.0,%,CHEMBL393545,O14757,chemicalProbes,false,false
CHEMBL393545,405945,12967,O14757,Serine/threonine-protein kinase Chk1,CHEMBL4630,24.0,nM,CHEMBL393545,O14757,chemicalProbes,false,false
CHEMBL3989870,2197741,238,P10721,Stem cell growth factor receptor,CHEMBL1936,39.0,nM,CHEMBL3989870,P10721,"uniprot_literature,impc,eva,orphanet,intogen,ot_genetics_portal,clingen,chembl,eva_somatic,uniprot_variants,cancer_gene_census",false,true
CHEMBL400858,413495,12071,P06493,Cyclin-dependent kinase 1,CHEMBL308,97.0,nM,CHEMBL400858,P06493,chemicalProbes,false,false
CHEMBL4060602,2200513,11307,Q9UBN7,Histone deacetylase 6,CHEMBL1865,2.9,nM,CHEMBL4060602,Q9UBN7,chemicalProbes,false,false
CHEMBL413,923,100079,P07949,Tyrosine-protein kinase receptor RET,CHEMBL2041,102.0,%,CHEMBL413,P07949,"uniprot_literature,impc,eva,orphanet,intogen,gene2phenotype,clingen,chembl,uniprot_variants,eva_somatic,cancer_gene_census",false,true
CHEMBL413,923,17045,P08684,Cytochrome P450 3A4,CHEMBL340,2000.0,nM,CHEMBL413,P08684,chembl,false,true
CHEMBL413,923,12699,Q15303,Receptor protein-tyrosine kinase erbB-4,CHEMBL3009,106.0,%,CHEMBL413,Q15303,"impc,eva,orphanet,intogen,ot_genetics_portal,clingen,chembl,eva_somatic,uniprot_variants,cancer_gene_census",false,true
CHEMBL413,923,10842,Q16513,Protein kinase N2,CHEMBL3032,79.0,%,CHEMBL413,Q16513,"impc,ot_genetics_portal",false,false
CHEMBL413,923,100975,Q9UPE1,Serine/threonine-protein kinase SRPK3,CHEMBL5415,88.0,%,CHEMBL413,Q9UPE1,impc,false,false
CHEMBL417675,47261,259,P34972,Cannabinoid CB2 receptor,CHEMBL253,13.9,%,CHEMBL417675,P34972,chembl,false,true
CHEMBL424,1362,104681,Q8WUI4,Histone deacetylase,CHEMBL2093865,92.0,%,CHEMBL424,Q8WUI4,"impc,ot_genetics_portal,chembl",false,true
CHEMBL4245489,2310060,12627,P16234,Platelet-derived growth factor receptor alpha,CHEMBL2007,14.0,nM,CHEMBL4245489,P16234,chemicalProbes,false,false
CHEMBL425209,333718,10434,P12931,Tyrosine-protein kinase SRC,CHEMBL267,20.0,nM,CHEMBL425209,P12931,chemicalProbes,false,false
CHEMBL4442620,2349629,104295,P24385,Cyclin-dependent kinase 4/cyclin D1,CHEMBL1907601,11.0,nM,CHEMBL4442620,P24385,"uniprot_literature,eva,intogen,ot_genetics_portal,gene_burden,chembl,cancer_gene_census",false,true
CHEMBL4446378,2353387,100468,Q07820,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL4361,0.06,nM,CHEMBL4446378,Q07820,"chemicalProbes,chembl",true,true
CHEMBL4594258,2464689,101568,Q9NR97,Toll-like receptor 8,CHEMBL5805,49.0,nM,CHEMBL4594258,Q9NR97,"chemicalProbes,chembl",true,true
CHEMBL4594275,2464706,105757,O60674,Janus Kinase (JAK),CHEMBL2363062,5.0,nM,CHEMBL4594275,O60674,"ot_genetics_portal,chembl,cancer_gene_census",false,true
CHEMBL4650323,2486583,109097,Q07108,Early activation antigen CD69,CHEMBL3308911,200.0,nM,CHEMBL4650323,Q07108,"impc,ot_genetics_portal",false,false
CHEMBL4754195,2501532,12090,Q13627,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,CHEMBL2292,213.0,nM,CHEMBL4754195,Q13627,chemicalProbes,true,false
CHEMBL497939,522894,104891,Q15822,Neuronal acetylcholine receptor; alpha2/beta4,CHEMBL2109230,58.0,%,CHEMBL497939,Q15822,ot_genetics_portal,false,false
CHEMBL500,8543,50,P08588,Beta-1 adrenergic receptor,CHEMBL213,64.3,%,CHEMBL500,P08588,"ot_genetics_portal,chembl",false,true
CHEMBL500,8543,50,P08588,Beta-1 adrenergic receptor,CHEMBL213,0.52,nM,CHEMBL500,P08588,"ot_genetics_portal,chembl",false,true
CHEMBL500,8543,50,P08588,Beta-1 adrenergic receptor,CHEMBL213,0.0061,mg.kg-1,CHEMBL500,P08588,"ot_genetics_portal,chembl",false,true
CHEMBL503699,475808,100126,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,48.0,nM,CHEMBL503699,P15056,chemicalProbes,false,false
CHEMBL513,10840,12642,P00390,Glutathione reductase,CHEMBL2755,20.0,%,CHEMBL513,P00390,chembl,false,true
CHEMBL513,10840,12642,P00390,Glutathione reductase,CHEMBL2755,8100.0,nM,CHEMBL513,P00390,chembl,false,true
CHEMBL513909,490644,10044,P68400,Casein kinase II alpha,CHEMBL3629,103.0,%,CHEMBL513909,P68400,chembl,false,true
CHEMBL523,11762,104688,P31644,GABA-A receptor; anion channel,CHEMBL2093872,1.0641430182E8,nM,CHEMBL523,P31644,chembl,false,true
CHEMBL526,11819,104921,P18507,GABA A receptor alpha-2/beta-2/gamma-2,CHEMBL2111413,11200.0,nM,CHEMBL526,P18507,"impc,chembl",false,true
CHEMBL526,11819,104703,P18507,GABA-A receptor; alpha-1/beta-3/gamma-2,CHEMBL2094121,4100.0,nM,CHEMBL526,P18507,"impc,chembl",false,true
CHEMBL526,11819,104703,P18507,GABA-A receptor; alpha-1/beta-3/gamma-2,CHEMBL2094121,55.0,%,CHEMBL526,P18507,"impc,chembl",false,true
CHEMBL526,11819,105087,P18507,GABA A receptor alpha-1/beta-1/gamma-2,CHEMBL2111392,38.0,%,CHEMBL526,P18507,"impc,chembl",false,true
CHEMBL526,11819,104757,P18507,GABA-A receptor; alpha-1/beta-2/gamma-2,CHEMBL2095172,1995.26,nM,CHEMBL526,P18507,"impc,chembl",false,true
CHEMBL526,11819,104921,P18507,GABA A receptor alpha-2/beta-2/gamma-2,CHEMBL2111413,461.0,%,CHEMBL526,P18507,"impc,chembl",false,true
CHEMBL526,11819,105087,P18507,GABA A receptor alpha-1/beta-1/gamma-2,CHEMBL2111392,8000.0,nM,CHEMBL526,P18507,"impc,chembl",false,true
CHEMBL533,12608,104801,Q13936,Voltage-gated L-type calcium channel,CHEMBL2095229,62500.0,nM,CHEMBL533,Q13936,"impc,eva,chembl",false,true
CHEMBL535,13048,100906,P35590,Tyrosine-protein kinase receptor Tie-1,CHEMBL5274,3900.0,nM,CHEMBL535,P35590,impc,false,false
CHEMBL553,14785,30015,P49761,Dual specificity protein kinase CLK3,CHEMBL4226,0.9,degrees C,CHEMBL553,P49761,ot_genetics_portal,false,false
CHEMBL553,14785,11408,P53779,c-Jun N-terminal kinase 3,CHEMBL2637,4300.0,nM,CHEMBL553,P53779,"ot_genetics_portal,chembl",false,true
CHEMBL553025,560078,104766,P68363,Tubulin,CHEMBL2095182,700.0,nM,CHEMBL553025,P68363,chembl,false,true
CHEMBL558752,568340,12670,P36888,Tyrosine-protein kinase receptor FLT3,CHEMBL1974,730.0,nM,CHEMBL558752,P36888,"uniprot_literature,impc,eva,intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL567,16505,10209,P34969,Serotonin 7 (5-HT7) receptor,CHEMBL3155,23.0,nM,CHEMBL567,P34969,chembl,false,true
CHEMBL571546,579824,104766,Q9BQE3,Tubulin,CHEMBL2095182,1110.0,nM,CHEMBL571546,Q9BQE3,"ot_genetics_portal,chembl",false,true
CHEMBL575448,570962,11902,P04629,Nerve growth factor receptor Trk-A,CHEMBL2815,7.0,nM,CHEMBL575448,P04629,"impc,eva,orphanet,intogen,chembl,cancer_gene_census",false,true
CHEMBL603469,597145,11926,P22607,Fibroblast growth factor receptor 3,CHEMBL2742,580.0,nM,CHEMBL603469,P22607,"uniprot_literature,intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL603469,597145,30030,Q8TD19,Serine/threonine-protein kinase NEK9,CHEMBL5257,5400.0,nM,CHEMBL603469,Q8TD19,impc,false,false
CHEMBL608533,608601,30003,O00444,Serine/threonine-protein kinase PLK4,CHEMBL3788,66.0,nM,CHEMBL608533,O00444,"impc,chembl",false,true
CHEMBL608533,608601,30020,P54762,Ephrin type-B receptor 1,CHEMBL5072,78.0,%,CHEMBL608533,P54762,chembl,false,true
CHEMBL707,33373,72,P14416,Dopamine D2 receptor,CHEMBL217,-13.0,%,CHEMBL707,P14416,"impc,ot_genetics_portal,chembl",false,true
CHEMBL707,33373,104723,P25100,Adrenergic receptor alpha-1,CHEMBL2094251,6.31,nM,CHEMBL707,P25100,"impc,ot_genetics_portal,chembl",false,true
CHEMBL707,33373,103,P25100,Alpha-1d adrenergic receptor,CHEMBL223,0.3236,nM,CHEMBL707,P25100,"impc,ot_genetics_portal,chembl",false,true
CHEMBL709,33667,11153,Q9UK17,Voltage-gated potassium channel subunit Kv4.3,CHEMBL1964,1000000.0,nM,CHEMBL709,Q9UK17,chembl,false,true
CHEMBL71,6216,107,P28223,Serotonin 2a (5-HT2a) receptor,CHEMBL224,1.1,nM,CHEMBL71,P28223,"impc,chembl",false,true
CHEMBL75094,120195,12592,P14780,Matrix metalloproteinase 9,CHEMBL321,0.048,nM,CHEMBL75094,P14780,chembl,false,true
CHEMBL790,48849,10475,P25929,Neuropeptide Y receptor type 1,CHEMBL4777,81.0,%,CHEMBL790,P25929,impc,false,false
CHEMBL83644,135572,6,P00374,Dihydrofolate reductase,CHEMBL202,1.3,nM,CHEMBL83644,P00374,chemicalProbes,false,false
CHEMBL900,77779,127,P35367,Histamine H1 receptor,CHEMBL231,144.0,nM,CHEMBL900,P35367,chembl,false,true
CHEMBL905,79047,105,P28221,Serotonin 1d (5-HT1d) receptor,CHEMBL1983,97.0,%,CHEMBL905,P28221,chembl,false,true
CHEMBL905,79047,105,P28221,Serotonin 1d (5-HT1d) receptor,CHEMBL1983,3.0,nM,CHEMBL905,P28221,chembl,false,true
CHEMBL90593,149457,101159,P11413,Glucose-6-phosphate 1-dehydrogenase,CHEMBL5347,6200.0,nM,CHEMBL90593,P11413,impc,false,false
CHEMBL911,80965,104703,P14867,GABA-A receptor; alpha-1/beta-3/gamma-2,CHEMBL2094121,133.0,%,CHEMBL911,P14867,"impc,chembl",false,true
CHEMBL911,80965,105087,P14867,GABA A receptor alpha-1/beta-1/gamma-2,CHEMBL2111392,53.0,nM,CHEMBL911,P14867,"impc,chembl",false,true
CHEMBL911,80965,74,P14867,GABA receptor alpha-1 subunit,CHEMBL1962,14.0,nM,CHEMBL911,P14867,"impc,chembl",false,true
CHEMBL911,80965,74,P14867,GABA receptor alpha-1 subunit,CHEMBL1962,322.0,%,CHEMBL911,P14867,"impc,chembl",false,true
CHEMBL911,80965,104703,P14867,GABA-A receptor; alpha-1/beta-3/gamma-2,CHEMBL2094121,26.7,nM,CHEMBL911,P14867,"impc,chembl",false,true
CHEMBL911,80965,104757,P14867,GABA-A receptor; alpha-1/beta-2/gamma-2,CHEMBL2095172,46.3,nM,CHEMBL911,P14867,"impc,chembl",false,true
CHEMBL91829,144959,10371,Q13163,Dual specificity mitogen-activated protein kinase kinase 5,CHEMBL4948,1100.0,nM,CHEMBL91829,Q13163,ot_genetics_portal,false,false
CHEMBL925,84482,12896,P22748,Carbonic anhydrase IV,CHEMBL3729,25.1,uM,CHEMBL925,P22748,chembl,false,true
CHEMBL932,86042,104874,Q13956,Phosphodiesterase 6,CHEMBL2097163,125.0,nM,CHEMBL932,Q13956,chembl,false,true
CHEMBL939,88232,12252,P56817,Beta-secretase 1,CHEMBL4822,20000.0,nM,CHEMBL939,P56817,impc,false,false
CHEMBL94,9277,10532,P06276,Butyrylcholinesterase,CHEMBL1914,0.41,uM,CHEMBL94,P06276,chembl,false,true
CHEMBL94,9277,10532,P06276,Butyrylcholinesterase,CHEMBL1914,70000.0,min-1 M-1,CHEMBL94,P06276,chembl,false,true
CHEMBL94,9277,10532,P06276,Butyrylcholinesterase,CHEMBL1914,15.0,nM,CHEMBL94,P06276,chembl,false,true
CHEMBL94,9277,10532,P06276,Butyrylcholinesterase,CHEMBL1914,82.82,%,CHEMBL94,P06276,chembl,false,true
CHEMBL941,88797,101340,P21709,Ephrin type-A receptor 1,CHEMBL5810,22.0,%,CHEMBL941,P21709,"impc,chembl",false,true
CHEMBL94657,152995,104766,Q13885,Tubulin,CHEMBL2095182,3.5,nM,CHEMBL94657,Q13885,chembl,false,true
CHEMBL101253,165012,11639,P27361,MAP kinase ERK1,CHEMBL3385,0.0,degrees C,CHEMBL101253,P27361,"impc,ot_genetics_portal,chembl",false,true
CHEMBL101253,165012,11400,P42345,Serine/threonine-protein kinase mTOR,CHEMBL2842,49.0,%,CHEMBL101253,P42345,"impc,eva,intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL1082407,630886,104688,O00591,GABA-A receptor; anion channel,CHEMBL2093872,3000.0,nM,CHEMBL1082407,O00591,chembl,false,true
CHEMBL113,16485,101283,O15245,Solute carrier family 22 member 1,CHEMBL5685,-1.4,%,CHEMBL113,O15245,"impc,ot_genetics_portal",false,false
CHEMBL116438,190171,10659,P54646,"AMP-activated protein kinase, alpha-2 subunit",CHEMBL2116,-0.1,degrees C,CHEMBL116438,P54646,"impc,chembl",false,true
CHEMBL1171837,649637,30035,Q9H2G2,Serine/threonine-protein kinase 2,CHEMBL4202,1.23,degrees C,CHEMBL1171837,Q9H2G2,ot_genetics_portal,false,false
CHEMBL117287,191172,168,Q13639,Serotonin 4 (5-HT4) receptor,CHEMBL1875,2.512,nM,CHEMBL117287,Q13639,chembl,false,true
CHEMBL117287,191172,168,Q13639,Serotonin 4 (5-HT4) receptor,CHEMBL1875,52.0,%,CHEMBL117287,Q13639,chembl,false,true
CHEMBL1201082,675033,121,P31645,Serotonin transporter,CHEMBL228,1.1,nM,CHEMBL1201082,P31645,"impc,eva,chembl",false,true
CHEMBL1201082,675033,121,P31645,Serotonin transporter,CHEMBL228,44.0,%,CHEMBL1201082,P31645,"impc,eva,chembl",false,true
CHEMBL1201203,675154,127,P35367,Histamine H1 receptor,CHEMBL231,0.37,nM,CHEMBL1201203,P35367,chembl,false,true
CHEMBL1213492,685336,12697,Q13547,Histone deacetylase 1,CHEMBL325,2.0,nM,CHEMBL1213492,Q13547,chembl,false,true
CHEMBL1215,219334,104743,P18089,Adrenergic receptor alpha-2,CHEMBL2095158,390.0,nM,CHEMBL1215,P18089,"impc,chembl",false,true
CHEMBL1230609,692959,100069,P07332,Tyrosine-protein kinase FES,CHEMBL5455,110.0,nM,CHEMBL1230609,P07332,"impc,cancer_gene_census",false,false
CHEMBL1230609,692959,10659,P54646,"AMP-activated protein kinase, alpha-2 subunit",CHEMBL2116,1200.0,nM,CHEMBL1230609,P54646,"impc,chembl",false,true
CHEMBL1237296,699647,10329,P43115,Prostanoid EP3 receptor,CHEMBL3710,11.0,nM,CHEMBL1237296,P43115,chemicalProbes,false,false
CHEMBL1242,231062,126,P35354,Cyclooxygenase-2,CHEMBL230,67.0,%,CHEMBL1242,P35354,chembl,false,true
CHEMBL1258517,707528,11362,P42336,PI3-kinase p110-alpha subunit,CHEMBL4005,8.0,nM,CHEMBL1258517,P42336,"uniprot_literature,impc,eva,intogen,gene2phenotype,clingen,chembl,eva_somatic,uniprot_variants,cancer_gene_census",false,true
CHEMBL12856,11066,11105,Q8IW41,MAP kinase-activated protein kinase 5,CHEMBL3094,0.0,%,CHEMBL12856,Q8IW41,ot_genetics_portal,false,false
CHEMBL1287853,714243,10918,Q08881,Tyrosine-protein kinase ITK/TSK,CHEMBL2959,490.0,nM,CHEMBL1287853,Q08881,"impc,chembl,cancer_gene_census",false,true
CHEMBL1289494,715901,104911,P51946,Cyclin-dependent kinase 7/ cyclin H,CHEMBL2111288,99.0,%,CHEMBL1289494,P51946,ot_genetics_portal,false,false
CHEMBL1289494,715901,100855,Q86V86,Serine/threonine-protein kinase PIM3,CHEMBL5407,105.0,%,CHEMBL1289494,Q86V86,chembl,false,true
CHEMBL1289926,716337,10140,P06239,Tyrosine-protein kinase LCK,CHEMBL258,2700.0,nM,CHEMBL1289926,P06239,"impc,chembl,cancer_gene_census",false,true
CHEMBL1289926,716337,10140,P06239,Tyrosine-protein kinase LCK,CHEMBL258,9.0,%,CHEMBL1289926,P06239,"impc,chembl,cancer_gene_census",false,true
CHEMBL130,27340,102796,P54855,UDP-glucuronosyltransferase 2B15,CHEMBL6161,0.0,pm/min/mg,CHEMBL130,P54855,ot_genetics_portal,false,false
CHEMBL139,29890,119702,P0DTE5,UDP-glucuronosyltransferases (UGTs),CHEMBL4523985,13.0,%,CHEMBL139,P0DTE5,ot_genetics_portal,false,false
CHEMBL1421,361469,30044,Q9P286,Serine/threonine-protein kinase PAK7,CHEMBL4524,-0.6,degrees C,CHEMBL1421,Q9P286,impc,false,false
CHEMBL1437,372912,125,P35348,Alpha-1a adrenergic receptor,CHEMBL229,6.3,%,CHEMBL1437,P35348,"impc,ot_genetics_portal,chembl",false,true
CHEMBL1437,372912,125,P35348,Alpha-1a adrenergic receptor,CHEMBL229,9.1,nM,CHEMBL1437,P35348,"impc,ot_genetics_portal,chembl",false,true
CHEMBL1437,372912,104723,P35348,Adrenergic receptor alpha-1,CHEMBL2094251,2600.0,nM,CHEMBL1437,P35348,"impc,ot_genetics_portal,chembl",false,true
CHEMBL15245,15191,104723,P35368,Adrenergic receptor alpha-1,CHEMBL2094251,147.91,nM,CHEMBL15245,P35368,"impc,ot_genetics_portal,chembl",false,true
CHEMBL15245,15191,128,P35368,Alpha-1b adrenergic receptor,CHEMBL232,1.1,nM,CHEMBL15245,P35368,"impc,ot_genetics_portal,chembl",false,true
CHEMBL15245,15191,128,P35368,Alpha-1b adrenergic receptor,CHEMBL232,90.0,%,CHEMBL15245,P35368,"impc,ot_genetics_portal,chembl",false,true
CHEMBL1551,442013,104062,Q9NPD5,Solute carrier organic anion transporter family member 1B3,CHEMBL1743121,149.71,%,CHEMBL1551,Q9NPD5,impc,false,false
CHEMBL1628227,1051118,216,P18089,Alpha-2b adrenergic receptor,CHEMBL1942,32.0,nM,CHEMBL1628227,P18089,chembl,false,true
CHEMBL165,103658,96,P23219,Cyclooxygenase-1,CHEMBL221,625.0,nM,CHEMBL165,P23219,"impc,chembl",false,true
CHEMBL175,317909,104846,P25025,"Interleukin-8 receptors, CXCR1/CXCR2",CHEMBL2096909,100.0,nM,CHEMBL175,P25025,"impc,ot_genetics_portal",false,false
CHEMBL175,317909,104846,P25025,"Interleukin-8 receptors, CXCR1/CXCR2",CHEMBL2096909,34.0,%,CHEMBL175,P25025,"impc,ot_genetics_portal",false,false
CHEMBL180101,302799,121,P31645,Serotonin transporter,CHEMBL228,661.0,nM,CHEMBL180101,P31645,chembl,false,true
CHEMBL1852688,1193367,100140,P27448,Serine/threonine-protein kinase c-TAK1,CHEMBL5600,-0.91,C,CHEMBL1852688,P27448,ot_genetics_portal,false,false
CHEMBL1852688,1193367,10044,P68400,Casein kinase II alpha,CHEMBL3629,-0.2,C,CHEMBL1852688,P68400,chembl,false,true
CHEMBL190,381693,11939,P48736,PI3-kinase p110-gamma subunit,CHEMBL3267,800000.0,nM,CHEMBL190,P48736,"impc,chembl",false,true
CHEMBL19224,21716,3,O76074,Phosphodiesterase 5A,CHEMBL1827,8800.0,nM,CHEMBL19224,O76074,"impc,chembl",false,true
CHEMBL2106650,1378920,90,P21917,Dopamine D4 receptor,CHEMBL219,0.03,nM,CHEMBL2106650,P21917,chembl,false,true
CHEMBL2111110,1383550,105639,Q9UQD0,Sodium channel alpha subunit,CHEMBL2331043,20000.0,nM,CHEMBL2111110,Q9UQD0,chembl,false,true
CHEMBL213244,355909,10495,P43235,Cathepsin K,CHEMBL268,3.0,nM,CHEMBL213244,P43235,chemicalProbes,false,false
CHEMBL223360,371147,30024,Q13043,Serine/threonine-protein kinase MST1,CHEMBL4598,1400.0,nM,CHEMBL223360,Q13043,impc,false,false
CHEMBL256362,424649,188,P04626,Receptor protein-tyrosine kinase erbB-2,CHEMBL1824,23.0,nM,CHEMBL256362,P04626,chemicalProbes,false,false
CHEMBL259084,428508,30026,Q13882,Tyrosine-protein kinase BRK,CHEMBL4601,104.0,%,CHEMBL259084,Q13882,"intogen,chembl,cancer_gene_census",false,true
CHEMBL272980,434834,107910,O15379,Histone deacetylase 3/NCoR1,CHEMBL3038484,22.0,nM,CHEMBL272980,O15379,"impc,chembl",false,true
CHEMBL272980,434834,11208,O15379,Histone deacetylase 3,CHEMBL1829,265.0,nM,CHEMBL272980,O15379,"impc,chembl",false,true
CHEMBL272980,434834,105117,O15379,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,45.0,nM,CHEMBL272980,O15379,"impc,chembl",false,true
CHEMBL276711,12911,30015,P49761,Dual specificity protein kinase CLK3,CHEMBL4226,11.0,%,CHEMBL276711,P49761,ot_genetics_portal,false,false
CHEMBL3,115,105076,P17787,Nicotinic acetylcholine receptor alpha3/betaX,CHEMBL2111384,21000.0,nM,CHEMBL3,P17787,"impc,chembl",false,true
CHEMBL3,115,105508,P17787,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2",CHEMBL2221346,90.0,%,CHEMBL3,P17787,"impc,chembl",false,true
CHEMBL3,115,104895,P17787,Neuronal acetylcholine receptor; alpha3/beta2,CHEMBL2109234,3.8,nM,CHEMBL3,P17787,"impc,chembl",false,true
CHEMBL3,115,105508,P17787,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2",CHEMBL2221346,30000.0,nM,CHEMBL3,P17787,"impc,chembl",false,true
CHEMBL3,115,104283,P17787,Neuronal acetylcholine receptor; alpha4/beta2,CHEMBL1907589,0.045,nM,CHEMBL3,P17787,"impc,chembl",false,true
CHEMBL3,115,104283,P17787,Neuronal acetylcholine receptor; alpha4/beta2,CHEMBL1907589,0.26,ml,CHEMBL3,P17787,"impc,chembl",false,true
CHEMBL3,115,104894,P17787,Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3,CHEMBL2109233,26.0,%,CHEMBL3,P17787,"impc,chembl",false,true
CHEMBL3,115,104897,P17787,Neuronal acetylcholine receptor; alpha2/beta2,CHEMBL2109236,5.5,nM,CHEMBL3,P17787,"impc,chembl",false,true
CHEMBL3,115,104895,P17787,Neuronal acetylcholine receptor; alpha3/beta2,CHEMBL2109234,100.0,%,CHEMBL3,P17787,"impc,chembl",false,true
CHEMBL3,115,104283,P17787,Neuronal acetylcholine receptor; alpha4/beta2,CHEMBL1907589,3.5,%,CHEMBL3,P17787,"impc,chembl",false,true
