target_chembl_id,chembl_id,molregno,assay_chembl_id,src_id,src_short_name,journal,pubmed_id,doi,tid,accession,pref_name,organism,standard_value,standard_units,standard_relation,pchembl_value,isHighQualityProbe,isTherapeuticTarget,concatenated_sources
CHEMBL2334,"CHEMBL166754,CHEMBL361983,CHEMBL167071,CHEMBL352554,CHEMBL181948,CHEMBL167670,CHEMBL360020,CHEMBL82932,CHEMBL168065,CHEMBL178280,CHEMBL181295,CHEMBL591429,CHEMBL197672,CHEMBL167882","278372,278059,300614,300681,300624,571772,278411,300596,300603,278058,131886,278211,329498,278356","CHEMBL4223549,CHEMBL660247,CHEMBL829509,CHEMBL828520,CHEMBL1226773",1,LITERATURE,"Nat Chem Biol,Bioorg Med Chem Lett","1.4741294E7,1.6023344E7,1.693672E7,2.9650287E7,1.5686936E7","10.1038/nchembio814,10.1016/j.bmcl.2018.04.002,10.1016/j.bmcl.2003.10.064,10.1016/j.bmcl.2005.05.116,10.1016/j.bmcl.2004.12.006",10131,P42574,Caspase-3,Homo sapiens,"0.16,0.053,5.0,73.0,94.0,53.0,220.0,0.018,6.0,10.0,0.1,18.0,0.072",nM,=,"8.3,10.28,8.0,7.75,10.14,10.0,7.14,7.28,7.03,10.74,6.66,9.8,8.22",false,"false,true","impc,chembl,cancer_gene_census,chemicalProbes,cancer_gene_census"
CHEMBL2337,"CHEMBL180966,CHEMBL526648,CHEMBL1171829,CHEMBL563251,CHEMBL4228124","649450,566550,493693,2300615,306688","CHEMBL4219925,CHEMBL4151684,CHEMBL792716,CHEMBL1007112,CHEMBL1944458",1,LITERATURE,"Bioorg Med Chem,Bioorg Med Chem Lett,J Med Chem","1.9410451E7,2.1975065E7,1.8752953E7,2.8876062E7,3.0080045E7","10.1016/j.bmcl.2008.07.086,10.1016/j.bmc.2011.09.010,10.1016/j.bmcl.2009.04.035,10.1021/acs.jmedchem.7b00956,10.1021/acs.jmedchem.8b00300",11682,P48067,Glycine transporter 1,Homo sapiens,"70.0,100.0,47.0,11.6,0.39",nM,=,"9.41,7.33,7.16,7.94,7.0",false,"false,true","chemicalProbes,chembl"
CHEMBL2343,"CHEMBL3137336,CHEMBL3092468","1626767,1606839","CHEMBL3095702,CHEMBL4407463",1,LITERATURE,"ACS Med Chem Lett,J Med Chem","2.4900601E7,3.1298542E7","10.1021/ml400389a,10.1021/acs.jmedchem.9b00891",12718,O00141,Serine/threonine-protein kinase Sgk1,Homo sapiens,"1.0,211.0",nM,=,"9.0,6.68","false,true",false,"impc,intogen,eva_somatic,cancer_gene_census,chemicalProbes"
CHEMBL2345,"CHEMBL572878,CHEMBL608533,CHEMBL573107,CHEMBL1933288,CHEMBL288441,CHEMBL521851,CHEMBL1721885,CHEMBL1287853,CHEMBL91829,CHEMBL495727,CHEMBL502835,CHEMBL1933279,CHEMBL428690,CHEMBL300138,CHEMBL535,CHEMBL522892","1102616,494066,13048,436277,470511,1270736,83217,714243,522730,1270745,568318,144959,494834,14366,62111,608601","CHEMBL1062870,CHEMBL860796,CHEMBL1009903,CHEMBL1908657,CHEMBL1936697,CHEMBL990539,CHEMBL5214800,CHEMBL4622999","1,65","LIT_EUBOPEN_CGL,LITERATURE","Bioorg Med Chem,Bioorg Med Chem Lett,J Med Chem,Proc Natl Acad Sci U S A,Nat Biotechnol","2.2056746E7,1.5711537E7,1.8077425E7,3.198224E7,1.9143567E7,1.8183025E7,2.2037378E7","10.6019/CHEMBL5212743,10.1038/nbt.1990,10.1038/nbt1068,10.1038/nbt1358,10.1021/jm800984v,10.1073/pnas.0707498104,10.1016/j.bmc.2019.115303,10.1016/j.bmcl.2011.10.029",12724,P51812,Ribosomal protein S6 kinase alpha 3,Homo sapiens,"1.0,65.0,2200.0,55.0,1200.0,5600.0,9.0,1000.0,740.0,4.0,6400.0,3000.0,8100.0,87.0,2100.0",nM,=,"5.68,6.13,5.66,7.26,7.19,6.0,5.25,5.09,9.0,5.19,5.52,8.4,5.92,7.06,8.05","false,true","false,true","impc,impc,intogen,chembl,chemicalProbes,intogen"
CHEMBL236,"CHEMBL19019,CHEMBL47050,CHEMBL426084,CHEMBL1423,CHEMBL428647,CHEMBL246003,CHEMBL80,CHEMBL726,CHEMBL982,CHEMBL1186579,CHEMBL511142,CHEMBL1201770,CHEMBL4592045,CHEMBL3219616,CHEMBL190461,CHEMBL81,CHEMBL3137313,CHEMBL841,CHEMBL592,CHEMBL415247,CHEMBL33986,CHEMBL296419,CHEMBL490665,CHEMBL787,CHEMBL411,CHEMBL2105755,CHEMBL427683,CHEMBL290429,CHEMBL70,CHEMBL71,CHEMBL270190,CHEMBL963,CHEMBL267495,CHEMBL441765,CHEMBL633,CHEMBL1237044,CHEMBL2443262,CHEMBL1190199,CHEMBL114,CHEMBL494480,CHEMBL1946618,CHEMBL895,CHEMBL596,CHEMBL294616,CHEMBL83,CHEMBL2368861,CHEMBL1921847,CHEMBL656,CHEMBL651,CHEMBL91,CHEMBL157101,CHEMBL104,CHEMBL398707,CHEMBL561339","664149,17169,469362,36842,438664,19572,6216,660529,13693,699395,65721,1589794,8090,1543312,45838,860,8062,324544,415408,1726008,94484,514258,27576,6968,6005,255904,675721,364141,1378025,8917,100696,27624,6914,65605,419580,19915,62259,1265436,1626744,87051,406850,77207,446784,6902,66843,27185,435293,318390,2462476,13494,1278006,47447,21459,557416","CHEMBL833181,CHEMBL757330,CHEMBL4837565,CHEMBL4411119,CHEMBL826382,CHEMBL750412,CHEMBL3293116,CHEMBL1947328,CHEMBL756180,CHEMBL917911,CHEMBL751975,CHEMBL2327120,CHEMBL1678400,CHEMBL3993334,CHEMBL4424270,CHEMBL3225964,CHEMBL1019877,CHEMBL4022085,CHEMBL666289,CHEMBL5133576,CHEMBL1052523,CHEMBL2423629,CHEMBL4310615,CHEMBL2445983,CHEMBL955070,CHEMBL4687699,CHEMBL750004,CHEMBL758176,CHEMBL1252311,CHEMBL3880326,CHEMBL902954,CHEMBL950287,CHEMBL989026,CHEMBL750409,CHEMBL1005604,CHEMBL3396803,CHEMBL1909180,CHEMBL4260827,CHEMBL1056543","15,1,38","DRUGMATRIX,PATENT,LITERATURE","ACS Med Chem Lett,Bioorg Med Chem,Bioorg Med Chem Lett,J Med Chem,Medchemcomm,J Nat Prod","1.9027293E7,1.9694468E7,1.5808478E7,2.3360448E7,2542556.0,1.2825951E7,2.3880538E7,1.9595591E7,1.8298057E7,2.2197137E7,2.8499731E7,1.5456245E7,3.0446313E7,1.1585443E7,1.7166723E7,1.0669565E7,3.5007722E7,2.4063433E7,1.7407276E7,3.0707578E7,3.2804502E7,1.1585444E7,3.185784E7,1335078.0,2.5599839E7,1.1591513E7,3.2870011E7,2.1235243E7,1.8674902E7,2.4933507E7,1.8788723E7,2.0599386E7,1.9282177E7,3.038929E7,2.80513E7","10.1016/j.bmcl.2018.10.036,10.1021/jm030094y,10.1021/jm00102a012,10.1016/j.bmcl.2011.11.089,10.1016/j.bmc.2006.11.030,10.1021/jm101211p,10.1021/jm900773n,10.1016/s0960-894x(01)00543-1,10.1021/jm030548r,10.1021/jm301783x,10.1021/acs.jmedchem.8b01679,10.1021/jm8008986,10.1039/C1MD00164G,10.1016/j.bmcl.2018.11.007,10.1021/jm4010829,10.1016/j.bmcl.2008.10.134,10.1016/j.bmcl.2022.128527,10.1016/j.bmcl.2013.06.084,10.1016/0960-894X(95)00190-5,10.1016/j.bmcl.2014.12.064,10.1021/acsmedchemlett.9b00406,10.1021/acs.jmedchem.0c00724,10.1016/j.bmcl.2008.07.054,10.1016/j.bmcl.2009.06.093,10.1021/jm00126a019,10.1021/jm010878g,10.1021/jm010877o,10.1021/jm500503k,10.1021/jm9903702,10.1016/j.bmcl.2017.04.092,10.1021/acs.jnatprod.0c00793,10.1021/jm061327z,10.1016/j.bmc.2010.06.005,10.1021/acs.jmedchem.6b01418,10.1016/j.bmcl.2009.02.078,10.1016/j.bmcl.2005.02.032,10.1021/jm701060e",136,P41143,Delta opioid receptor,Homo sapiens,"4702.0,501.19,38.0,0.91,12.0,122.0,0.14,1.15,0.9,0.28,1755.0,368.0,4575.0,29.6,958.0,1690.0,0.84,15.85,2800.0,9.4,1090.0,100.0,9930.0,6400.0,7365.0,2.9,2825.0,156.0,8473.0,3760.0,1.585,1194.0,240.0,2.7,36.5,0.912,5.012,6500.0,8000.0,4000.0,4511.0,2500.0,2.6,2342.0,3.28,15.6,1481.0,4.5,170.0,45.0,693.0,187.0,1714.0",nM,=,"6.77,7.44,8.57,7.92,7.81,5.63,5.13,6.73,7.35,6.91,6.16,8.94,6.02,8.59,5.77,5.92,5.55,5.76,6.81,5.42,7.0,8.3,8.8,5.35,5.1,5.6,5.4,8.35,7.53,8.54,6.43,9.85,9.04,5.34,8.48,7.8,7.42,5.19,6.3,5.0,5.07,8.03,5.33,5.83,5.96,9.08,9.05,9.55,6.62","false,true","false,true","ot_genetics_portal,chembl,impc,ot_genetics_portal,chembl,impc,chembl,chemicalProbes,chembl,chemicalProbes,chembl"
CHEMBL2362978,CHEMBL297453,67987,CHEMBL4775166,1,LITERATURE,J Med Chem,3.3135887E7,10.1021/acs.jmedchem.0c00766,105690,P43351,DNA repair protein RAD52 homolog,Homo sapiens,277.0,nM,=,6.56,false,false,ot_genetics_portal
CHEMBL2363069,CHEMBL38,2208,CHEMBL4374484,1,LITERATURE,Medchemcomm,3.1673308E7,10.1039/C9MD00264B,105764,P10276,Retinoic acid receptor,Homo sapiens,1.0,nM,=,9.0,false,true,"impc,ot_genetics_portal,chembl,cancer_gene_census"
CHEMBL2363070,CHEMBL1023,119498,CHEMBL4430346,1,LITERATURE,J Med Chem,2.7592633E7,10.1021/acs.jmedchem.6b00812,105765,P19793,Retinoid X receptor,Homo sapiens,52.0,nM,=,7.28,false,true,"impc,intogen,chembl,eva_somatic"
CHEMBL2364172,CHEMBL503,9495,CHEMBL4604547,1,LITERATURE,J Med Chem,3.1999923E7,10.1021/acs.jmedchem.9b01869,106151,P20701,Integrin alpha-L/beta-2 (LFA-1),Homo sapiens,2400.0,nM,=,5.62,false,true,"impc,chembl"
CHEMBL2364701,"CHEMBL325041,CHEMBL451887","520664,187372","CHEMBL3266057,CHEMBL3222879",1,LITERATURE,"Bioorg Med Chem,Medchemcomm",2.4767818E7,"10.1016/j.bmc.2014.04.011,10.1039/C1MD00208B",106197,"P25786,P40306",26S proteasome,Homo sapiens,"2.56,8.6",nM,=,"8.07,8.59",false,true,"impc,ot_genetics_portal,chembl,chembl"
CHEMBL2378,CHEMBL429095,409286,CHEMBL1767949,1,LITERATURE,Bioorg Med Chem,2.1420867E7,10.1016/j.bmc.2011.02.047,11922,P30307,Dual specificity phosphatase Cdc25C,Homo sapiens,56.9,nM,=,7.25,false,false,chemicalProbes
CHEMBL2380187,CHEMBL3740897,2054756,CHEMBL3743853,1,LITERATURE,Bioorg Med Chem Lett,2.6546219E7,10.1016/j.bmcl.2015.10.079,107589,Q2NL67,Poly [ADP-ribose] polymerase 6,Homo sapiens,83.0,nM,=,7.08,true,false,chemicalProbes
CHEMBL2384898,"CHEMBL465,CHEMBL111","16088,4496","CHEMBL3222509,CHEMBL3222511",1,LITERATURE,Medchemcomm,"",10.1039/C3MD00394A,107601,Q14330,N-arachidonyl glycine receptor,Homo sapiens,"960.0,10100.0",nM,=,"5.0,6.02",false,false,"ot_genetics_portal,impc"
CHEMBL239,"CHEMBL267476,CHEMBL38943,CHEMBL264374,CHEMBL219586,CHEMBL981,CHEMBL282686,CHEMBL595,CHEMBL557555,CHEMBL4091374,CHEMBL181954,CHEMBL519504,CHEMBL672,CHEMBL592054,CHEMBL424133,CHEMBL230158,CHEMBL107367,CHEMBL186179,CHEMBL21241,CHEMBL3264932,CHEMBL3707395,CHEMBL3780740,CHEMBL460026,CHEMBL121","2075784,2231285,100310,25497,2039366,57488,563655,598833,366667,446432,520672,56133,1749926,384165,305459,28331,20027,19737,4398,33827,311988,247418,173090","CHEMBL4023601,CHEMBL912556,CHEMBL3783047,CHEMBL1074806,CHEMBL828707,CHEMBL1035293,CHEMBL4139879,CHEMBL928500,CHEMBL3069175,CHEMBL824642,CHEMBL3269597,CHEMBL983194,CHEMBL2014329,CHEMBL2038121,CHEMBL935698,CHEMBL3821237,CHEMBL2072933,CHEMBL4018961,CHEMBL3055184,CHEMBL4344272,CHEMBL2038446",1,LITERATURE,"Bioorg Med Chem,Bioorg Med Chem Lett,Med Chem Res,J Med Chem,Medchemcomm,Eur J Med Chem","1.8511276E7,1.9530681E7,1.5582409E7,2.0022492E7,2.256438E7,3.193092E7,2.2534184E7,1.9349176E7,2.4745969E7,2.2381047E7,2.9446942E7,1.7005394E7,2.8799755E7,1.825529E7,2.8609708E7,2.2260081E7,2.7020685E7,1.1831892E7","10.1007/s00044-012-0285-6,10.1021/acs.jmedchem.7b01285,10.1016/j.bmcl.2014.03.090,10.1039/C6MD00042H,10.1016/j.bmcl.2004.10.042,10.1016/j.bmcl.2008.05.014,10.1016/j.bmc.2016.03.004,10.1016/j.bmcl.2006.09.011,10.1016/j.bmc.2012.04.005,10.1016/j.bmcl.2012.01.136,10.1016/j.bmcl.2009.12.022,10.1007/s00044-008-9102-7,10.1021/jm101360s,10.1021/jm900367w,10.1016/j.ejmech.2017.06.006,10.1016/j.ejmech.2012.03.055,10.1021/acs.jmedchem.7b00805,10.1021/jm010964g,10.1016/j.bmcl.2009.03.036,10.1021/acs.jmedchem.9b01701,10.1016/j.bmcl.2008.01.067",163,Q07869,Peroxisome proliferator-activated receptor alpha,Homo sapiens,"40.0,1537.0,38.0,37.0,20.0,122.0,10.0,4.8,900.0,1100.0,2711.0,23.99,7100.0,1000.0,5.0,4.0,229.0,0.0541,2646.0,1500.0,6680.0,77.0",nM,=,"8.3,7.62,8.32,10.27,5.15,6.0,7.11,6.91,7.42,6.05,8.0,5.82,5.57,7.43,7.7,5.81,5.96,5.58,8.4,6.64,5.17,7.4","false,true","false,true","impc,chembl,impc,ot_genetics_portal,chembl,chemicalProbes,chembl"
CHEMBL2406892,CHEMBL112,16450,CHEMBL2411426,1,LITERATURE,ACS Med Chem Lett,2.448273E7,10.1021/ml4000904,107627,P02144,Myoglobin,Homo sapiens,2300.0,nM,=,5.64,false,false,impc
CHEMBL2431,"CHEMBL2177835,CHEMBL608533,CHEMBL1079175,CHEMBL2325741,CHEMBL3137336,CHEMBL4751394,CHEMBL4297188,CHEMBL2177827,CHEMBL603469,CHEMBL522351,CHEMBL4795065,CHEMBL91829,CHEMBL494089,CHEMBL523859,CHEMBL3544960,CHEMBL494088,CHEMBL2219422,CHEMBL535,CHEMBL2177390","1926809,469311,469313,2335159,2498731,13048,1519923,1449226,1626767,616367,469310,469382,1438616,597145,144959,1438174,2531656,1438624,608601","CHEMBL4708151,CHEMBL4022196,CHEMBL1028093,CHEMBL1908536,CHEMBL2186224,CHEMBL5217245,CHEMBL1244720,CHEMBL4830025,CHEMBL5210343,CHEMBL1111478,CHEMBL4407364,CHEMBL5209936,CHEMBL3880965","1,38,65","PATENT,LIT_EUBOPEN_CGL,LITERATURE","Blood,Bioorg Med Chem Lett,J Med Chem,Nat Biotechnol,Eur J Med Chem","2.2533986E7,3.619775E7,1.9654408E7,3.1298542E7,2.0166671E7,1.8800763E7,3.4375113E7,2.2037378E7,3.2599323E7,2.8506751E7","10.1021/jm300276x,10.1038/nbt.1990,10.1021/jm901132v,10.1016/j.bmcl.2017.04.090,10.1021/acs.jmedchem.9b00891,10.1021/jm8004527,10.1182/blood-2009-05-222034,10.1021/acs.jmedchem.2c01454,10.1021/acs.jmedchem.1c00815,10.1016/j.ejmech.2020.112335,10.6019/CHEMBL5209897,10.6019/CHEMBL5210307",10695,P31751,Serine/threonine-protein kinase AKT2,Homo sapiens,"2.1,1.0,12.0,35.0,10.0,18.0,8700.0,2700.0,15.0,5.0,1.4,402.0,4.0,780.0,3.8,13.0,7.0,2100.0",nM,=,"8.3,5.68,7.92,6.4,7.89,8.85,7.82,7.46,8.42,9.0,8.0,5.06,7.75,8.68,5.57,6.11,8.15,8.4","false,true","false,true","impc,chembl,eva_somatic,cancer_gene_census,chembl,cancer_gene_census,impc,chemicalProbes,chembl,eva_somatic,cancer_gene_census,chembl,eva_somatic,cancer_gene_census,chemicalProbes,impc,eva,ot_genetics_portal,uniprot_variants"
CHEMBL2434,"CHEMBL216981,CHEMBL3039531,CHEMBL191413,CHEMBL964,CHEMBL11359,CHEMBL2178579","8633,316774,364875,1439375,1592349,94571","CHEMBL2184850,CHEMBL1909128,CHEMBL2184853,CHEMBL3882305","15,1,38","DRUGMATRIX,PATENT,LITERATURE",J Med Chem,2.2931505E7,10.1021/jm300682j,10773,P25025,Interleukin-8 receptor B,Homo sapiens,"9461.0,5.0,1.0,0.049,5.1,4209.0",nM,=,"8.3,9.0,5.02,10.31,8.29,5.38",false,true,"ot_genetics_portal,chembl,impc,ot_genetics_portal,chembl"
CHEMBL246,"CHEMBL1201237,CHEMBL499,CHEMBL723,CHEMBL27,CHEMBL500,CHEMBL1016,CHEMBL954,CHEMBL1263,CHEMBL266195,CHEMBL1437,CHEMBL305660,CHEMBL434,CHEMBL679,CHEMBL208427,CHEMBL357995,CHEMBL631,CHEMBL83,CHEMBL1940832,CHEMBL296419,CHEMBL1256786,CHEMBL104,CHEMBL2107826,CHEMBL787,CHEMBL91,CHEMBL299175","92984,111060,8531,8917,822,65605,36662,1380096,242716,116848,82934,1994,255377,28976,705778,1370,372912,675188,345770,8543,27112,6968,13494,47447,1275690","CHEMBL974619,CHEMBL3294896,CHEMBL862145,CHEMBL1909093,CHEMBL936719,CHEMBL652012,CHEMBL1833712,CHEMBL3369039,CHEMBL3768478","15,1","DRUGMATRIX,LITERATURE","Bioorg Med Chem,Bioorg Med Chem Lett,J Med Chem","2.6709102E7,2.1870877E7,1.1055339E7,2.4813741E7,1.8083578E7,2.483598E7,1.6640337E7,1.865173E7","10.1016/j.bmcl.2014.04.069,10.1021/jm0509445,10.1016/s0960-894x(00)00459-5,10.1016/j.bmc.2007.11.060,10.1021/jm800222k,10.1016/j.bmcl.2014.04.095,10.1021/jm2008562,10.1021/acs.jmedchem.5b01372",226,P13945,Beta-3 adrenergic receptor,Homo sapiens,"66.0,1.1,318.0,4254.0,339.0,4111.0,75.86,0.97,5.5,255.0,1.7,6045.0,31.0,1909.1,344.0,99.0,5778.0,1000.0,3.981,3.116,3200.0,5406.0,25.12,39.81",nM,=,"7.12,9.01,5.24,5.72,8.26,8.51,7.51,6.0,5.5,5.37,6.47,5.22,6.59,8.77,7.18,6.46,7.6,5.27,8.4,8.96,7.0,7.4,5.39,6.5",false,true,"impc,eva,chembl,chembl"
CHEMBL249,"CHEMBL308148,CHEMBL1471,CHEMBL1672054,CHEMBL105060,CHEMBL295122,CHEMBL3707331,CHEMBL490,CHEMBL235363,CHEMBL206253,CHEMBL16192,CHEMBL83,CHEMBL22870,CHEMBL2105667,CHEMBL296419,CHEMBL522302,CHEMBL27006,CHEMBL91,CHEMBL43912,CHEMBL104,CHEMBL522987,CHEMBL290364,CHEMBL447955","63033,1069144,399361,6643,16524,8917,30818,65605,2039302,37245,341603,115369,460481,519979,171245,6968,63090,13494,62777,400492,1377937,460266","CHEMBL1909113,CHEMBL747158,CHEMBL1769555,CHEMBL1000259,CHEMBL2447076,CHEMBL1001562,CHEMBL1677636,CHEMBL980705,CHEMBL2447345,CHEMBL749477,CHEMBL750227,CHEMBL3108370,CHEMBL2351266,CHEMBL748492,CHEMBL814486,CHEMBL3881174,CHEMBL807968,CHEMBL979852","15,1,38","DRUGMATRIX,PATENT,LITERATURE","Bioorg Med Chem,Bioorg Med Chem Lett,J Med Chem","8393115.0,2.1229983E7,2.4374277E7,1.9388677E7,2.1366266E7,2.4075145E7,1.2877589E7,8627597.0,1.9354254E7,2.3477943E7,1.9473027E7","10.1021/jm8016514,10.1021/jm030786m,10.1021/jm1013264,10.1016/S0960-894X(96)00623-3,10.1016/j.bmcl.2013.12.033,10.1016/j.bmc.2013.02.010,10.1021/jm950654w,10.1016/j.bmc.2013.09.001,10.1021/jm101023r,10.1016/0960-894X(96)00148-5,10.1021/jm00066a015,10.1021/jm900023b,10.1021/jm900604g,10.1016/0960-894X(96)00287-9",250,P25103,Neurokinin 1 receptor,Homo sapiens,"0.95,0.07943,12.0,8747.0,8540.0,10.0,4.169,900.0,0.87,30.0,0.66,0.0631,0.1259,0.73,593.0,0.05012,3716.0,8615.0,0.06,0.2,0.05754,0.0302",nM,=,"9.14,7.52,10.52,7.92,5.43,9.7,8.38,10.2,6.23,6.05,9.06,9.02,9.9,8.0,5.07,5.06,10.22,10.3,9.18,10.24,10.1","false,true","false,true","impc,chembl,chemicalProbes,chembl"
CHEMBL2508,"CHEMBL189963,CHEMBL384304,CHEMBL1336,CHEMBL4462530,CHEMBL428690,CHEMBL3301610,CHEMBL31574,CHEMBL3545110,CHEMBL445813","361203,319858,1926959,42756,1763572,2369539,511261,276734,14366","CHEMBL4613408,CHEMBL4348719,CHEMBL4271324,CHEMBL4701387,CHEMBL5131948,CHEMBL5146269,CHEMBL4678895,CHEMBL4180588,CHEMBL3056571",1,LITERATURE,"Bioorg Med Chem Lett,Med Chem Res,J Med Chem,Eur J Med Chem","3.2866383E7,2.9074254E7,3.0639897E7,2.8911822E7,3.5235745E7,3.3306391E7,3.0978559E7,3.3970631E7","10.1016/j.ejmech.2019.01.003,10.1016/j.bmcl.2017.09.050,10.1016/j.ejmech.2017.08.071,10.1021/acs.jmedchem.0c00744,10.1021/acs.jmedchem.0c01754,10.1016/j.ejmech.2019.03.064,10.1007/s00044-009-9233-5,10.1021/acs.jmedchem.1c00302,10.1021/acs.jmedchem.1c02190",10480,Q00534,Cyclin-dependent kinase 6,Homo sapiens,"130.0,15.0,363.0,850.0,170.0,4.0,6.0,60.0,1.9",nM,=,"6.77,7.22,7.82,8.4,6.07,6.89,8.72,8.22,6.44","false,true",true,"impc,ot_genetics_portal,chembl,cancer_gene_census,chembl,impc,ot_genetics_portal,chemicalProbes,chembl,cancer_gene_census"
CHEMBL251,"CHEMBL1950553,CHEMBL4740383,CHEMBL317052,CHEMBL1475,CHEMBL3694769,CHEMBL290106,CHEMBL392149,CHEMBL414157,CHEMBL240624,CHEMBL4297184,CHEMBL44,CHEMBL477,CHEMBL81,CHEMBL447664,CHEMBL1096896,CHEMBL1726,CHEMBL331372,CHEMBL1282,CHEMBL4594442,CHEMBL411,CHEMBL592435,CHEMBL113,CHEMBL2105747,CHEMBL2010872,CHEMBL217899,CHEMBL192,CHEMBL52333,CHEMBL604591,CHEMBL592541,CHEMBL592540,CHEMBL17127,CHEMBL945,CHEMBL83,CHEMBL431733,CHEMBL190,CHEMBL431770,CHEMBL1950651,CHEMBL104,CHEMBL91","2488051,410802,1378017,599295,599376,381693,76666,599296,2464873,860,361763,402531,2028016,122252,365916,6968,471459,250908,76361,2658,402091,1279531,554892,8917,1331916,6914,597839,5797,410123,162546,1279630,624199,89526,2335155,13494,16485,192029,18511,46656","CHEMBL1803433,CHEMBL5126822,CHEMBL2016142,CHEMBL5129723,CHEMBL4701020,CHEMBL909519,CHEMBL4807308,CHEMBL1110930,CHEMBL2438815,CHEMBL839651,CHEMBL2417040,CHEMBL1022271,CHEMBL2417039,CHEMBL4369163,CHEMBL4259137,CHEMBL1955226,CHEMBL1071768,CHEMBL5039191,CHEMBL883651,CHEMBL1071769,CHEMBL3772114,CHEMBL1909214,CHEMBL1074277,CHEMBL644658,CHEMBL4003807","15,1,38","DRUGMATRIX,PATENT,LITERATURE","ACS Med Chem Lett,Bioorg Med Chem,Bioorg Med Chem Lett,J Med Chem,Medchemcomm,Eur J Med Chem","1.9072055E7,1.7228876E7,9258366.0,1.950151E7,3.2667814E7,2.2148921E7,2.2104008E7,2.0031406E7,2.3200243E7,3.5859869E7,2.6356532E7,1.5664822E7,1.6250647E7,2.8055204E7,2.166172E7,2.0188574E7,2.4077183E7,3.4695776E7,3.056876E7,3.0108984E7,3.3764785E7","10.1016/j.bmcl.2009.05.027,10.1016/j.bmc.2010.01.072,10.1021/jm058018d,10.1021/jm800961g,10.1039/C8MD00070K,10.1016/j.ejmech.2013.09.001,10.1021/jm201449n,10.1021/acsmedchemlett.2c00099,10.1021/jm970084v,10.1016/j.bmcl.2009.11.131,10.1021/jm201461q,10.1021/acs.jmedchem.5b00828,10.1021/jm060904g,10.1021/jm2003798,10.1039/C8MD00317C,10.1021/acs.jmedchem.0c01856,10.1021/acs.jmedchem.0c00237,10.1016/j.ejmech.2021.113907,10.1016/j.bmcl.2012.10.112,10.1016/j.bmcl.2004.11.044,10.1021/acs.jmedchem.6b01584",252,P29274,Adenosine A2a receptor,Homo sapiens,"0.3162,2315.0,5060.0,3280.0,9792.0,1185.0,58.5,2.2,1.5,2278.0,0.3,0.6,8002.0,398.0,500.0,5.3,4400.0,2.7,5.6,655.0,1.413,6410.0,737.0,108.0,3985.0,290.0,1.7,0.631,3.4,17.3,401.0,8.0,2480.0,4.0,0.7,2987.0,7136.0,142.0",nM,=,"5.93,8.57,8.1,5.63,6.85,5.48,8.25,6.54,5.64,8.28,5.01,8.66,5.3,5.61,9.22,6.13,5.1,7.23,8.82,5.15,6.4,5.4,8.85,6.18,6.97,9.2,7.76,9.5,8.77,5.19,6.3,9.15,5.36,9.52,5.53,8.4,8.47","false,true","false,true","ot_genetics_portal,impc,impc,chembl,impc,ot_genetics_portal,chembl,ot_genetics_portal,chembl,chemicalProbes,chembl,chemicalProbes,chembl"
CHEMBL2525,CHEMBL3916243,2125614,CHEMBL4811873,1,LITERATURE,J Med Chem,3.3588527E7,10.1021/acs.jmedchem.0c01917,10674,Q9Y5Z0,Beta secretase 2,Homo sapiens,5.6,nM,=,8.25,true,false,chemicalProbes
CHEMBL2543,"CHEMBL513909,CHEMBL14762,CHEMBL4462530,CHEMBL1721885,CHEMBL180022,CHEMBL535","1102616,490644,299120,2369539,13048,14221","CHEMBL1063704,CHEMBL1908530,CHEMBL860892,CHEMBL4678910",1,LITERATURE,"J Med Chem,Nat Biotechnol","1.5711537E7,1.8183025E7,2.2037378E7,3.3306391E7","10.1038/nbt1068,10.1038/nbt.1990,10.1038/nbt1358,10.1021/acs.jmedchem.0c01754",11629,P78368,Casein kinase I gamma 2,Homo sapiens,"6660.0,1400.0,790.0,110.0,6600.0,5700.0",nM,=,"5.18,6.1,5.85,5.24,6.96",false,false,impc
