target_chembl_id,drugId,target_chembl_id_moa_aggr,pchembl_value_aggr,max_pchembl_value,median_pchembl_value,drugType,maximumClinicalTrialPhase,isApproved,assay_chembl_id,assay_type,target_organism,target_pref_name,data_validity_comment,data_validity_description,confidence_score,confidence_description,assay_category,target_type,accession,proteinClass,isActive_max,isActive_med,action_type_moa,isInMoA,targetId,isHighQualityProbe,isTherapeuticTarget,isGE,isGE_clinical,isProbe,linkedTargets_count,linkedDiseases_count,action_type_action_type,action_type_description,action_type_parent_type,sources_concated,linkedTargets_rows_concated,linkedDiseases_rows_concated
CHEMBL1908,CHEMBL1444,CHEMBL1978,5.58,5.58,5.58,Small molecule,4.0,true,CHEMBL2321524,B,Homo sapiens,Cytochrome P450 11B1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P15538,Enzyme,TRUE,TRUE,INHIBITOR,false,ENSG00000160882,false,true,true,true,false,1,48,,,,"uniprot_literature, impc, eva, orphanet, chembl, uniprot_variants",ENSG00000137869,"HP_0001510, EFO_0009708, EFO_0000279, MONDO_0011972, MONDO_0018555, EFO_0000305, EFO_1001346, MONDO_0008315, EFO_0008509, EFO_1001512, MONDO_0007254, MONDO_0002715, MONDO_0002775, MONDO_0008170, EFO_0001065, EFO_0000313, EFO_0005537, EFO_0001075, EFO_0003833, EFO_0003922, EFO_0003060, EFO_0000616, EFO_0003869, EFO_0000660, EFO_0003859, MONDO_0018479, EFO_0000432, EFO_0000588, EFO_1000251, EFO_0005952, EFO_0000545, EFO_1000984, EFO_0000731, EFO_0002950, MONDO_0011962, EFO_1001757, EFO_0000673, EFO_0000564, EFO_0004230, MONDO_0011705, HP_0005268, Orphanet_145, MONDO_0002158, EFO_0003968, EFO_0000553, EFO_0001416, MONDO_0002087, EFO_0003882"
CHEMBL279,CHEMBL1171837,CHEMBL2096618,8.77,8.77,8.77,Small molecule,4.0,true,CHEMBL4276196,B,Homo sapiens,Vascular endothelial growth factor receptor 2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P35968,Kinase,TRUE,TRUE,INHIBITOR,false,ENSG00000128052,false,true,true,true,false,2,19,,,,"uniprot_literature, intogen, ot_genetics_portal, chembl, uniprot_variants, eva_somatic, cancer_gene_census","ENSG00000097007, ENSG00000186716","EFO_0000222, EFO_0000571, EFO_0000198, EFO_0003841, MONDO_0015277, EFO_0000339, EFO_0000519, EFO_0000222, EFO_0000339, EFO_0000702, EFO_0000616, EFO_0000565, EFO_1000131, EFO_0000220, EFO_0003060, MONDO_0004992, EFO_1000131, MONDO_0011719, EFO_0000220"
CHEMBL4096,CHEMBL58,"CHEMBL2311221, CHEMBL1806",5.10,5.10,5.1,Small molecule,4.0,true,CHEMBL1613995,F,Homo sapiens,Cellular tumor antigen p53,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P04637,TF,TRUE,TRUE,INHIBITOR,false,ENSG00000141510,false,true,true,true,false,1,55,,,,"uniprot_literature, impc, eva, orphanet, intogen, ot_genetics_portal, gene2phenotype, gene_burden, clingen, chembl, eva_somatic, cancer_gene_census",ENSG00000131747,"EFO_0000403, EFO_0000211, MONDO_0015760, MONDO_0019472, EFO_0000565, EFO_0000182, MONDO_0005301, EFO_0004289, EFO_1001469, EFO_0002618, MONDO_0008170, EFO_0003843, EFO_0000220, EFO_0000403, EFO_0004289, MONDO_0018906, EFO_0001378, EFO_0000616, EFO_0004251, EFO_0000673, EFO_0003929, EFO_0000196, EFO_0000221, EFO_1001830, EFO_1001469, EFO_0005952, EFO_0008522, MONDO_0004992, EFO_0000224, EFO_0000339, EFO_0000095, MONDO_0008315, MONDO_0008315, EFO_1001968, EFO_0000222, EFO_0000178, MONDO_0007254, EFO_0006859, EFO_0000198, MONDO_0007254, EFO_1000286, EFO_0000326, EFO_0000574, MONDO_0019472, EFO_0000211, EFO_0000222, MONDO_0001023, MONDO_0005301, EFO_0001378, EFO_0000616, MONDO_0019460, MONDO_0000873, EFO_1001052, EFO_0000574, EFO_0001663"
CHEMBL3251,CHEMBL467,CHEMBL2095215,5.50,5.50,5.5,Small molecule,4.0,true,CHEMBL1613823,F,Homo sapiens,Nuclear factor NF-kappa-B p105 subunit,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P19838,TF,TRUE,TRUE,INHIBITOR,false,ENSG00000109320,false,false,true,true,false,3,40,,,,"impc, ot_genetics_portal","ENSG00000167325, ENSG00000048392, ENSG00000171848","EFO_0000313, MONDO_0008903, EFO_0000198, EFO_0002430, MONDO_0005301, EFO_0000616, EFO_0006859, EFO_1001465, EFO_1000642, EFO_0000519, HP_0001871, EFO_1000158, EFO_0000764, EFO_0004251, EFO_0005577, EFO_0000712, MONDO_0007576, EFO_1001797, EFO_0000707, EFO_0002429, MONDO_0016642, EFO_0003866, EFO_1001996, EFO_0000222, MONDO_0001056, EFO_0000479, EFO_0000220, EFO_0000574, EFO_0003817, EFO_0008525, EFO_0000756, Orphanet_848, EFO_0000339, EFO_0009907, MONDO_0011382, MONDO_0044903, EFO_0005570, MONDO_0005149, EFO_0000565, EFO_0000224"
CHEMBL1293224,CHEMBL185,"CHEMBL1952, CHEMBL2311222, CHEMBL2311221",5.25,5.25,5.25,Small molecule,4.0,true,CHEMBL1614421,B,Homo sapiens,Microtubule-associated protein tau,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P10636,None,TRUE,TRUE,INHIBITOR,false,ENSG00000186868,false,false,true,true,false,1,103,,,,"impc, ot_genetics_portal",ENSG00000176890,"EFO_0001075, EFO_0002618, EFO_1000720, EFO_1001471, MONDO_0003060, EFO_0000198, EFO_0007363, EFO_1001365, EFO_0002617, MONDO_0007576, EFO_0000228, EFO_0004252, EFO_0000313, EFO_0003060, EFO_1001901, EFO_0005952, MONDO_0021063, EFO_0004288, EFO_1000910, EFO_0005577, EFO_0000365, EFO_1001951, EFO_0003860, EFO_0008528, EFO_0002938, EFO_0000181, EFO_0000305, EFO_0005950, EFO_0003866, MONDO_0002358, EFO_0000182, EFO_0002517, MONDO_0002038, MONDO_0002974, EFO_0004284, EFO_0000294, MONDO_0000831, EFO_0003897, EFO_0000503, EFO_0003869, EFO_0000698, EFO_0003859, MONDO_0004992, EFO_0000616, EFO_1000292, MONDO_0004192, EFO_0010282, MONDO_0004986, MONDO_0002691, EFO_1001129, EFO_0000707, MONDO_0008170, EFO_1001949, MONDO_0002087, EFO_1001961, EFO_0009259, EFO_1000028, MONDO_0024475, MONDO_0001056, EFO_0000178, EFO_0009708, EFO_0002496, EFO_0003835, MONDO_0007254, MONDO_0003199, MONDO_0002367, EFO_0002428, EFO_0000326, MONDO_0044704, MONDO_0005575, EFO_0003100, EFO_0000574, EFO_0005221, EFO_1000251, MONDO_0011719, EFO_0000389, MONDO_0002516, MONDO_0001187, EFO_0000197, MONDO_0002120, EFO_0006859, MONDO_0021355, MONDO_0005835, MONDO_0005041, MONDO_0001879, EFO_0003817, MONDO_0044937, EFO_1000657, EFO_0000199, EFO_0001378, EFO_0008549, EFO_0002916, MONDO_0003059, EFO_0000756, EFO_1000984, EFO_0005570, EFO_1001100, EFO_0003891, EFO_0000681, EFO_0004193, EFO_0004142, EFO_0007416, EFO_0005922"
CHEMBL1293235,CHEMBL902,CHEMBL1941,5.25,5.25,5.25,Small molecule,4.0,true,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,TRUE,TRUE,ANTAGONIST,false,ENSG00000160789,false,false,true,true,false,1,28,,,,"impc, ot_genetics_portal, cancer_gene_census",ENSG00000113749,"MONDO_0100096, MONDO_0011382, EFO_0009454, HP_0002239, EFO_1001951, MONDO_0004992, EFO_0000180, EFO_0000676, MONDO_0043839, EFO_0000764, EFO_0004607, HP_0100633, MONDO_0004658, EFO_0004232, EFO_0006890, EFO_0000641, MONDO_0005178, EFO_0000616, HP_0004398, HP_0100749, MONDO_0001056, EFO_0000756, MONDO_0017287, EFO_0004280, EFO_0000685, MONDO_0005090, EFO_0003060, EFO_0003948"
CHEMBL3194,CHEMBL457,CHEMBL239,7.00,7.00,7.0,Small molecule,4.0,true,CHEMBL3602658,B,Homo sapiens,Transthyretin,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P02766,None,TRUE,TRUE,AGONIST,false,ENSG00000118271,false,true,true,true,false,1,13,,,,"impc, eva, orphanet, chembl, eva_somatic",ENSG00000186951,"MONDO_0005148, MONDO_0004975, EFO_0004319, EFO_0004211, MONDO_0004992, EFO_0003768, MONDO_0007079, EFO_0000764, EFO_0001645, HP_0002027, EFO_1001375, EFO_0004272, EFO_0000319"
CHEMBL240,CHEMBL1535,"CHEMBL613897, CHEMBL5804, CHEMBL5936",5.60,5.60,5.6,Small molecule,4.0,true,CHEMBL4303779,T,Homo sapiens,HERG,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q12809,IC,TRUE,TRUE,INHIBITOR,false,ENSG00000055118,false,true,true,true,false,2,86,,,,"ot_genetics_portal, chembl","ENSG00000239732, ENSG00000196664","DOID_13406, EFO_0000616, EFO_0002618, EFO_0009001, EFO_0001068, EFO_0004244, MONDO_0005178, MONDO_0004992, EFO_0007448, MONDO_0100096, EFO_0003840, EFO_0000519, MONDO_0100130, EFO_1000158, MONDO_0008903, EFO_0002689, MONDO_0011705, EFO_0000389, EFO_0000565, EFO_0007328, EFO_0003818, EFO_0004616, EFO_0000729, MONDO_0005147, EFO_0007224, EFO_0001378, MONDO_0100096, EFO_0003834, EFO_0000198, MONDO_0007915, MONDO_0008315, EFO_0002614, EFO_0001068, EFO_0000694, EFO_0001663, EFO_0000228, MONDO_0005148, EFO_0005221, EFO_0000182, MONDO_0010520, EFO_0009686, MONDO_0007254, EFO_0000756, EFO_0002950, MONDO_0013730, EFO_0004220, EFO_0000681, EFO_1000710, EFO_0000095, EFO_0000685, EFO_0000389, EFO_0000637, EFO_0000384, EFO_0005221, Orphanet_912, EFO_0000702, EFO_0007224, EFO_0005755, EFO_0000349, EFO_0000685, EFO_0000691, EFO_1001209, MONDO_0015104, EFO_0003047, EFO_0004244, HP_0001873, EFO_0000668, EFO_0000222, EFO_0007541, EFO_0003106, MONDO_0009061, MONDO_0008170, EFO_0004142, EFO_0000764, EFO_1000954, EFO_1000726, MONDO_0019200, EFO_0000544, EFO_1001951, EFO_0000699, MONDO_0007915, MONDO_0100342, EFO_1000637, EFO_0002689, EFO_0003060, EFO_0002618"
CHEMBL1790,CHEMBL373742,CHEMBL2363078,6.62,6.62,6.62,Protein,4.0,true,CHEMBL2339662,B,Homo sapiens,Vasopressin V2 receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P30518,GPCR,TRUE,TRUE,AGONIST,false,ENSG00000126895,false,true,true,true,false,3,18,,,,"impc, eva, orphanet, chembl","ENSG00000126895, ENSG00000166148, ENSG00000198049","MONDO_0003061, EFO_0003756, EFO_0009637, MONDO_0001572, EFO_0009492, EFO_0004610, EFO_0003758, MONDO_0002009, MONDO_0005149, EFO_0004278, EFO_0006834, EFO_0003777, EFO_0003843, EFO_0005251, MONDO_0004782, EFO_0005207, HP_0031273, HP_0100806"
CHEMBL242,CHEMBL44,"","8.89, 7.01, 7.75, 7.01",8.89,7.01,Small molecule,2.0,false,CHEMBL868723,B,Homo sapiens,Estrogen receptor beta,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q92731,NR,TRUE,TRUE,,,ENSG00000140009,false,true,true,true,false,,17,,,,"impc, orphanet, ot_genetics_portal, chembl","","EFO_0000673, EFO_0001645, EFO_0000195, EFO_0003060, MONDO_0001187, EFO_1001951, MONDO_0007254, EFO_0009448, MONDO_0009061, EFO_0003882, MONDO_0004986, EFO_0000694, MONDO_0008315, EFO_1000657, MONDO_0021063, MONDO_0004992, EFO_0002618"
CHEMBL1293235,CHEMBL497,"CHEMBL2363058, CHEMBL2363056, CHEMBL2363057",5.10,5.10,5.1,Small molecule,4.0,true,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,TRUE,TRUE,CHELATING AGENT,false,ENSG00000160789,false,false,true,true,false,,6,,,,cancer_gene_census,"","EFO_0000183, HP_0000964, EFO_0000198, EFO_0000222, EFO_0001378, EFO_0000095"
CHEMBL1293235,CHEMBL710,CHEMBL1856,5.25,5.25,5.25,Small molecule,4.0,true,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,TRUE,TRUE,INHIBITOR,false,ENSG00000160789,false,false,true,true,false,1,12,,,,"impc, cancer_gene_census",ENSG00000277893,"EFO_0003839, EFO_0000284, EFO_0000673, EFO_0004191, MONDO_0008315, MONDO_0003037, MONDO_0004907, EFO_0000536, EFO_0003060, EFO_0003894, EFO_0001663, MONDO_0002146"
CHEMBL2111363,CHEMBL272980,"CHEMBL325, CHEMBL3192, CHEMBL1937, CHEMBL1829, CHEMBL3310",7.35,7.35,7.35,Small molecule,2.0,false,CHEMBL3606696,B,Homo sapiens,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),,,7,Direct protein complex subunits assigned,,PROTEIN COMPLEX,O15379,Epigenetic,TRUE,TRUE,INHIBITOR,false,ENSG00000171720,false,true,true,true,false,5,16,,,,"impc, chembl","ENSG00000147099, ENSG00000163517, ENSG00000196591, ENSG00000171720, ENSG00000116478","EFO_0000574, EFO_0000183, EFO_0003060, MONDO_0018906, EFO_0008528, EFO_0000222, EFO_0000565, EFO_0000095, EFO_0000616, EFO_0000198, EFO_0002918, EFO_0000199, EFO_0000564, MONDO_0004992, EFO_0000756, MONDO_0008903"
CHEMBL240,CHEMBL1729,CHEMBL1875,7.40,7.40,7.4,Small molecule,4.0,true,CHEMBL3582736,B,Homo sapiens,HERG,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q12809,IC,TRUE,TRUE,AGONIST,false,ENSG00000055118,false,false,true,true,false,1,1,,,,"impc, ot_genetics_portal",ENSG00000164270,EFO_0010282
CHEMBL1822,CHEMBL866,"CHEMBL2111369, CHEMBL2111369",7.40,7.40,7.4,Small molecule,4.0,true,CHEMBL902633,B,Homo sapiens,Inosine-5'-monophosphate dehydrogenase 1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P20839,Enzyme,TRUE,TRUE,INHIBITOR,false,ENSG00000106348,false,true,true,true,false,2,21,,,,"impc, chembl","ENSG00000106348, ENSG00000178035","EFO_0004255, EFO_0005761, EFO_0005140, HP_0001871, MONDO_0007915, EFO_0000717, EFO_0000384, EFO_1002048, EFO_0003884, MONDO_0005147, EFO_0004599, EFO_0000699, EFO_1000906, EFO_0003086, EFO_0000540, EFO_1000986, EFO_0000222, EFO_0003884, EFO_0004599, MONDO_0013730, EFO_0005761"
CHEMBL4860,CHEMBL51483,"",6.25,6.25,6.25,Small molecule,3.0,false,CHEMBL2437893,B,Homo sapiens,Apoptosis regulator Bcl-2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P10415,None,TRUE,TRUE,,,ENSG00000171791,false,true,true,true,false,,1,,,,"chembl, cancer_gene_census","",EFO_0003060
CHEMBL3622,CHEMBL41,CHEMBL228,7.40,7.40,7.4,Small molecule,4.0,true,CHEMBL3636859,A,Homo sapiens,Cytochrome P450 2C19,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P33261,None,TRUE,TRUE,INHIBITOR,false,ENSG00000165841,false,false,true,true,false,1,40,,,,ot_genetics_portal,ENSG00000108576,"EFO_0003761, HP_0002140, EFO_0004262, MONDO_0100096, EFO_0003768, MONDO_0024290, HP_0011868, MONDO_0005147, EFO_1001917, EFO_1001050, EFO_0001361, HP_0100543, EFO_0003761, EFO_0001073, MONDO_0004985, EFO_0000694, EFO_0000712, EFO_0003948, MONDO_0002009, EFO_0003758, MONDO_0005090, EFO_0002610, EFO_0005230, MONDO_0002009, EFO_0005687, MONDO_0004985, EFO_0009854, EFO_0008623, EFO_0007328, EFO_0004242, EFO_0000546, MONDO_0002050, EFO_0009963, EFO_0008522, EFO_0001358, MONDO_0002050, EFO_0005669, EFO_0000474, EFO_0007191, EFO_0004242"
CHEMBL267,CHEMBL288441,"CHEMBL3234, CHEMBL3905, CHEMBL267, CHEMBL1862, CHEMBL2096618",8.42,8.42,8.42,Small molecule,4.0,true,CHEMBL1105693,B,Homo sapiens,Tyrosine-protein kinase SRC,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P12931,Kinase,TRUE,TRUE,INHIBITOR,false,ENSG00000197122,false,true,true,true,false,5,20,,,,"impc, eva, chembl, eva_somatic, cancer_gene_census","ENSG00000097007, ENSG00000186716, ENSG00000101336, ENSG00000197122, ENSG00000254087","EFO_0000222, EFO_0000339, MONDO_0002974, EFO_1000131, EFO_0002618, EFO_0000616, EFO_1001496, MONDO_0002087, EFO_1000581, MONDO_0007254, EFO_0000519, EFO_0003060, EFO_0000565, MONDO_0001187, MONDO_0002586, EFO_0000220, EFO_0000305, EFO_0000588, MONDO_0004976, MONDO_0008170"
CHEMBL220,CHEMBL636,"CHEMBL2095233, CHEMBL2095233",5.52,5.52,5.52,Small molecule,4.0,true,CHEMBL965674,B,Homo sapiens,Acetylcholinesterase,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P22303,Enzyme,TRUE,TRUE,INHIBITOR,false,ENSG00000087085,false,true,true,true,false,2,18,,,,"impc, chembl","ENSG00000114200, ENSG00000087085","EFO_0003890, EFO_0004718, EFO_0005230, EFO_0004701, MONDO_0004975, MONDO_0002050, EFO_0002610, MONDO_0005180, MONDO_0005090, MONDO_0043510, EFO_0005252, EFO_0001064, MONDO_0002491, EFO_0004364, MONDO_0005180, MONDO_0019037, HP_0100543, EFO_0009267"
CHEMBL2409,CHEMBL1358,CHEMBL2093866,"7.58, 8.22",8.22,7.58,Small molecule,4.0,true,CHEMBL2400589,B,Homo sapiens,Epoxide hydratase,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P34913,Enzyme,TRUE,TRUE,ANTAGONIST,false,ENSG00000120915,false,false,true,true,false,2,33,,,,ot_genetics_portal,"ENSG00000140009, ENSG00000091831","MONDO_0004992, EFO_0008528, MONDO_0011962, MONDO_0007915, MONDO_0008903, EFO_1001951, MONDO_0000088, MONDO_0008315, EFO_0000432, EFO_0003859, EFO_0002618, EFO_0000616, EFO_1000919, EFO_0000313, EFO_0003869, MONDO_0007254, EFO_0009708, EFO_0000305, MONDO_0018919, EFO_0000553, EFO_0001361, Orphanet_145, EFO_0005952, EFO_0006318, EFO_0000588, MONDO_0008170, EFO_0000574, EFO_0000181, EFO_1001512, EFO_0000702, EFO_1001331, EFO_0003060, EFO_0000673"
CHEMBL1293237,CHEMBL930,"",8.55,8.55,8.55,Small molecule,4.0,true,CHEMBL1614522,F,Homo sapiens,Bloom syndrome protein,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P54132,None,TRUE,TRUE,,,ENSG00000197299,false,false,true,true,false,,37,,,,"uniprot_literature, impc, eva, orphanet, intogen, ot_genetics_portal, gene2phenotype, clingen, uniprot_variants, cancer_gene_census","","EFO_0008572, MONDO_0010679, MONDO_0009061, EFO_1001904, MONDO_0011382, EFO_1001892, MONDO_0007254, MONDO_0018241, EFO_0001378, EFO_0000616, MONDO_0005148, EFO_1001373, EFO_0001645, EFO_0000546, EFO_0003884, MONDO_0001673, EFO_0000555, MONDO_0011628, MONDO_0100096, EFO_0003100, EFO_0000384, EFO_0004142, EFO_0002517, EFO_0000400, HP_0000964, EFO_0003144, EFO_0000649, MONDO_0008315, MONDO_0004992, MONDO_0043544, EFO_0003917, EFO_0000574, EFO_1001898, EFO_1001996, EFO_0009130, EFO_0000495, HP_0100806"
CHEMBL4722,CHEMBL402548,CHEMBL3430911,"8.47, 7.89, 8.67, 8.43",8.67,8.43,Small molecule,2.0,false,CHEMBL3885756,B,Homo sapiens,Serine/threonine-protein kinase Aurora-A,,,9,Direct single protein target assigned,,SINGLE PROTEIN,O14965,Kinase,TRUE,TRUE,INHIBITOR,false,ENSG00000087586,false,true,true,true,true,3,3,,,,"chemicalProbes, chembl, eva_somatic","ENSG00000178999, ENSG00000105146, ENSG00000087586","EFO_0001378, MONDO_0008315, EFO_0000565"
CHEMBL4296,CHEMBL698,"CHEMBL2331043, CHEMBL2331043",6.96,6.96,6.96,Small molecule,4.0,true,CHEMBL2168492,B,Homo sapiens,Sodium channel protein type IX alpha subunit,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q15858,IC,TRUE,TRUE,BLOCKER,false,ENSG00000169432,false,true,true,true,false,10,12,,,,"impc, chembl","ENSG00000144285, ENSG00000183873, ENSG00000007314, ENSG00000136546, ENSG00000136531, ENSG00000169432, ENSG00000153253, ENSG00000168356, ENSG00000196876, ENSG00000185313","EFO_0000701, EFO_1001054, EFO_1001434, HP_0000989, MONDO_0005129, EFO_0009552, EFO_1001178, EFO_0003843, EFO_0004143, MONDO_0041052, MONDO_0005178, EFO_0000546"
CHEMBL2597,CHEMBL428647,CHEMBL2095182,8.04,8.04,8.04,Small molecule,4.0,true,CHEMBL2396366,B,Homo sapiens,Tubulin beta-3 chain,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q13509,None,TRUE,TRUE,INHIBITOR,false,ENSG00000258947,true,true,true,true,true,15,156,,,,"orphanet, ot_genetics_portal, chemicalProbes, chembl","ENSG00000188229, ENSG00000101162, ENSG00000198033, ENSG00000127824, ENSG00000258947, ENSG00000167552, ENSG00000104833, ENSG00000261456, ENSG00000196230, ENSG00000123416, ENSG00000167553, ENSG00000152086, ENSG00000137267, ENSG00000137285, ENSG00000176014","EFO_0002517, MONDO_0005147, EFO_0008528, EFO_0003869, EFO_1000984, EFO_0000503, EFO_0003859, MONDO_0021043, EFO_1000043, MONDO_0008315, MONDO_0007576, EFO_0004243, EFO_1001931, MONDO_0002158, EFO_0006818, EFO_0002892, MONDO_0008170, EFO_0001075, EFO_1000576, MONDO_0100342, EFO_0006352, MONDO_0011962, EFO_0007535, EFO_0000685, EFO_0006859, MONDO_0018364, EFO_0000574, MONDO_0004658, EFO_0001061, EFO_0000308, MONDO_0001056, EFO_0005952, EFO_0009708, MONDO_0004669, MONDO_0021657, MONDO_0044704, MONDO_0021148, MONDO_0008903, EFO_0000519, EFO_0000514, EFO_0000180, EFO_0004272, EFO_0000294, EFO_1000796, EFO_0000466, MONDO_0005271, EFO_0000537, MONDO_0003751, MONDO_0021251, EFO_1001100, EFO_1000158, EFO_0000702, MONDO_0005411, MONDO_0004192, MONDO_0004992, EFO_0000558, EFO_0005537, EFO_0005567, EFO_1001951, EFO_0006772, EFO_0004224, EFO_1000613, EFO_0001378, EFO_0000199, EFO_0003826, EFO_0002618, EFO_0000182, EFO_0001416, EFO_0000588, MONDO_0001879, MONDO_0002715, EFO_0004149, EFO_1001968, MONDO_0002108, EFO_0000691, EFO_0000616, EFO_0003863, EFO_0000556, MONDO_0001402, MONDO_0002974, MONDO_0002367, EFO_0000305, EFO_0000707, MONDO_0002120, EFO_0000183, EFO_1001331, MONDO_0011719, EFO_0005088, EFO_0003060, EFO_0003050, MONDO_0021355, MONDO_0022394, MONDO_0002691, EFO_0006861, EFO_1000350, EFO_0003875, EFO_0004265, EFO_1001471, EFO_1000581, EFO_0004284, EFO_0005922, EFO_0002617, MONDO_0001528, EFO_0003968, EFO_0005221, EFO_0010282, EFO_0000756, EFO_0000565, EFO_0004281, EFO_0004142, EFO_0000389, EFO_0008524, EFO_1000052, EFO_1001512, EFO_0000228, EFO_0003833, MONDO_0001187, EFO_1000657, EFO_0000764, MONDO_0002601, EFO_0000681, MONDO_0004986, EFO_0000178, MONDO_0044926, EFO_0000313, Orphanet_145, EFO_1000251, EFO_0000432, MONDO_0018944, EFO_0003860, EFO_0000284, EFO_1001465, MONDO_0001325, MONDO_0003060, EFO_0000676, EFO_0002496, EFO_0002938, EFO_0000708, EFO_0000181, EFO_0004230, MONDO_0021117, EFO_1001961, EFO_0000673, EFO_0003843, EFO_0000095, EFO_0003893, MONDO_0007254, MONDO_0002087, EFO_0006318, EFO_0004252, EFO_0003100, EFO_0002916, EFO_0003897, EFO_0000571, EFO_0003868, EFO_0000365"
CHEMBL206,CHEMBL226267,CHEMBL2093866,7.38,7.38,7.38,Small molecule,3.0,false,CHEMBL3582785,B,Homo sapiens,Estrogen receptor alpha,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P03372,NR,TRUE,TRUE,MODULATOR,false,ENSG00000091831,false,true,true,true,false,2,9,,,,"impc, intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census","ENSG00000140009, ENSG00000091831","MONDO_0008170, MONDO_0007254, MONDO_0011962, EFO_0003854, EFO_0003869, EFO_0003882, MONDO_0002087, Orphanet_145, MONDO_0007254"
CHEMBL223,CHEMBL611,CHEMBL2094251,8.46,8.46,8.46,Small molecule,4.0,true,CHEMBL643573,B,Homo sapiens,Alpha-1d adrenergic receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P25100,GPCR,TRUE,TRUE,ANTAGONIST,false,ENSG00000171873,true,true,true,true,true,3,9,,,,"impc, ot_genetics_portal, chemicalProbes, chembl","ENSG00000120907, ENSG00000171873, ENSG00000170214","EFO_0000284, EFO_0003914, MONDO_0005180, MONDO_0005148, EFO_0000537, EFO_0000284, EFO_0001645, EFO_0002615, HP_0003124"
CHEMBL1824,CHEMBL1614725,"CHEMBL203, CHEMBL1824",8.52,8.52,8.52,Small molecule,1.0,false,CHEMBL3636785,B,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P04626,Kinase,TRUE,TRUE,INHIBITOR,false,ENSG00000141736,false,true,true,true,false,2,1,,,,"impc, eva, intogen, ot_genetics_portal, chembl, eva_somatic, uniprot_variants, cancer_gene_census","ENSG00000146648, ENSG00000141736",MONDO_0004992
CHEMBL1163125,CHEMBL1233528,CHEMBL3024,"5.97, 7.10",7.10,5.97,Small molecule,3.0,false,CHEMBL3782536,B,Homo sapiens,Bromodomain-containing protein 4,,,9,Direct single protein target assigned,,SINGLE PROTEIN,O60885,Epigenetic,TRUE,TRUE,INHIBITOR,false,ENSG00000141867,false,true,true,true,false,1,11,,,,"impc, intogen, chembl, cancer_gene_census",ENSG00000166851,"EFO_0003893, EFO_1001257, EFO_0003060, EFO_0002913, EFO_0000198, EFO_0000574, EFO_0000616, EFO_0000221, EFO_0000222, EFO_0000565, MONDO_0000430"
CHEMBL2722,CHEMBL157101,CHEMBL1780,"7.09, 7.17",7.17,7.09,Small molecule,4.0,true,CHEMBL881288,B,Homo sapiens,Cytochrome P450 11B2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P19099,None,TRUE,TRUE,INHIBITOR,false,ENSG00000179142,false,true,true,true,false,0,39,,,,"uniprot_literature, impc, eva, chembl, uniprot_variants","","EFO_0009516, MONDO_0005148, MONDO_0005301, EFO_0000540, EFO_0003047, EFO_0007510, MONDO_0001134, EFO_0004234, EFO_1001494, EFO_0000574, EFO_0005952, MONDO_0008315, EFO_1000764, MONDO_0002406, MONDO_0004975, EFO_0000341, EFO_0000756, EFO_1000948, EFO_0000519, EFO_0001663, EFO_0003932, EFO_0007174, EFO_0003882, MONDO_0007254, EFO_0000621, MONDO_0002146, EFO_0000616, MONDO_0004979, EFO_0007512, EFO_0007543, MONDO_0004992, EFO_0003917, EFO_0000095, EFO_0003894, EFO_0000673, EFO_0002614, EFO_0005539, MONDO_0100130, EFO_0006911"
