drugId,target_chembl_id,pchembl_value_aggr,max_pchembl_value,median_pchembl_value,drugType,maximumClinicalTrialPhase,isApproved,assay_chembl_id,assay_type,target_organism,target_pref_name,data_validity_comment,data_validity_description,confidence_score,confidence_description,assay_category,target_type,accession,proteinClass,isActive_max,isActive_med,action_type_moa_aggr,target_chembl_id_moa_aggr,isInMoA,targetId,isHighQualityProbe,isTherapeuticTarget,isGE,isGE_clinical,isProbe,linkedTargets_count,linkedDiseases_count,action_type_action_type,action_type_description,action_type_parent_type,sources_concated,linkedTargets_rows_concated,linkedDiseases_rows_concated,related_target_chembl_id,accession_related
CHEMBL435,CHEMBL261,"6.48, 6.48, 6.48",6.48,6.48,Small molecule,4.0,true,CHEMBL1947440,B,Homo sapiens,Carbonic anhydrase I,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P00915,Enzyme,TRUE,TRUE,INHIBITOR,CHEMBL1876,false,ENSG00000133742,false,true,false,true,false,1,24,,,,chembl,ENSG00000070915,"EFO_0001422, EFO_0003913, EFO_0000319, EFO_0000400, MONDO_0005148, Orphanet_79292, EFO_0003884, EFO_0000668, EFO_0004278, EFO_0009373, EFO_0000537, EFO_0001645, EFO_0000612, HP_0003124, EFO_0004255, EFO_0003914, EFO_0004253, EFO_0000195, MONDO_0001134, EFO_0003086, EFO_1001496, EFO_0000668, EFO_0000373, MONDO_0002462",CHEMBL2095180,P00918
CHEMBL273481,CHEMBL2095172,6.27,6.27,6.27,Small molecule,1.0,false,CHEMBL3370251,B,Homo sapiens,GABA-A receptor; alpha-1/beta-2/gamma-2,,,7,Direct protein complex subunits assigned,,PROTEIN COMPLEX,P14867,IC,TRUE,TRUE,"","",false,ENSG00000022355,false,true,true,true,false,,2,,,,"uniprot_literature, impc, eva, orphanet, gene2phenotype, clingen, chembl, uniprot_variants","","MONDO_0005180, EFO_0000474","CHEMBL1920, CHEMBL2111413, CHEMBL2111339, CHEMBL3885570, CHEMBL2111392, CHEMBL2111366, CHEMBL3885572, CHEMBL2095190, CHEMBL2094130, CHEMBL4106151, CHEMBL2109244, CHEMBL4296044, CHEMBL2094120, CHEMBL4296045, CHEMBL2094121, CHEMBL1962, CHEMBL4296046, CHEMBL3885571, CHEMBL2094122, CHEMBL2109243, CHEMBL2111370, CHEMBL4523641, CHEMBL3885576, CHEMBL1907597, CHEMBL2093872, CHEMBL4523640, CHEMBL4523638","P47870, P14867, P18507"
CHEMBL22,CHEMBL3251,6.60,6.60,6.6,Small molecule,4.0,true,CHEMBL1613823,F,Homo sapiens,Nuclear factor NF-kappa-B p105 subunit,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P19838,TF,TRUE,TRUE,INHIBITOR,CHEMBL2364669,false,ENSG00000109320,false,false,true,true,false,0,34,,,,"impc, ot_genetics_portal","","EFO_0003103, EFO_0003833, EFO_0005681, EFO_0003033, HP_0100806, EFO_0001068, EFO_0000274, EFO_0007448, EFO_0003106, EFO_0000768, EFO_0005297, HP_0000964, EFO_0004992, EFO_0007399, MONDO_0018076, EFO_0003102, EFO_1002025, EFO_0003030, EFO_1001141, EFO_0000616, MONDO_0005147, MONDO_0018998, EFO_0000544, EFO_0000341, EFO_0000094, EFO_1001365, EFO_0002499, EFO_0000519, EFO_0003086, MONDO_0009061, EFO_0000764, EFO_1000690, EFO_0004272, EFO_0000771",CHEMBL2094258,Q00653
CHEMBL27,CHEMBL1940,4.68,4.68,4.68,Small molecule,4.0,true,CHEMBL3436123,F,Homo sapiens,Voltage-gated L-type calcium channel alpha-1C subunit,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q13936,IC,TRUE,TRUE,ANTAGONIST,"CHEMBL210, CHEMBL213",false,ENSG00000151067,false,true,true,true,false,2,84,,,,"uniprot_literature, impc, eva, orphanet, ot_genetics_portal, gene2phenotype, clingen, chembl","ENSG00000043591, ENSG00000169252","EFO_0000712, EFO_0001663, EFO_0000341, EFO_0005687, EFO_0009516, EFO_0000612, MONDO_0004938, EFO_0000389, EFO_0004319, EFO_0009545, EFO_1000911, HP_0001943, EFO_0005252, EFO_0001358, EFO_0000712, EFO_0001422, MONDO_0043510, EFO_0003756, EFO_1000635, EFO_0003913, MONDO_0001187, EFO_0001365, MONDO_0021661, EFO_1001375, EFO_0004329, EFO_0001073, EFO_0000182, HP_0004755, HP_0001279, EFO_0005223, EFO_0001378, EFO_0001072, MONDO_0005475, MONDO_0001056, EFO_1001450, HP_0030834, EFO_1000645, EFO_0002610, EFO_1001158, MONDO_0019297, EFO_0000666, MONDO_0005147, EFO_0005251, EFO_0003968, EFO_0004280, EFO_0000681, EFO_0001422, EFO_1001968, EFO_0003882, MONDO_0005277, EFO_0004269, MONDO_0100431, MONDO_0002363, EFO_0003918, MONDO_0004979, MONDO_0002009, MONDO_0005148, MONDO_0005277, EFO_0004262, HP_0002315, EFO_0004142, EFO_0000546, EFO_0009444, EFO_0001358, HP_0001541, MONDO_0031037, EFO_0000537, EFO_0003843, EFO_0003086, HP_0001636, MONDO_0011382, EFO_0002610, EFO_0000537, EFO_1000635, EFO_0004287, HP_0003419, MONDO_0007254, EFO_0005230, MONDO_0007947, EFO_0004278, MONDO_0019180, EFO_0000756, EFO_0000319, EFO_0003860","CHEMBL2095229, CHEMBL4106164, CHEMBL3988638, CHEMBL2363032","Q13936, O95180, P54289"
CHEMBL744,CHEMBL1293235,5.15,5.15,5.15,Small molecule,4.0,true,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,TRUE,TRUE,BLOCKER,CHEMBL2331043,false,ENSG00000160789,false,false,true,true,false,10,22,,,,"impc, eva, orphanet, ot_genetics_portal, gene2phenotype, uniprot_variants, cancer_gene_census","ENSG00000144285, ENSG00000183873, ENSG00000007314, ENSG00000136546, ENSG00000136531, ENSG00000169432, ENSG00000153253, ENSG00000168356, ENSG00000196876, ENSG00000185313","EFO_0001358, EFO_0003100, MONDO_0007739, MONDO_0005301, MONDO_0004985, HP_0002196, MONDO_0002050, EFO_0000275, MONDO_0007254, EFO_1001919, MONDO_0008458, MONDO_0019037, MONDO_0004976, MONDO_0002009, EFO_1001050, EFO_0003756, EFO_0008522, EFO_0008525, EFO_0000389, MONDO_0000437, MONDO_0004975, EFO_0004242","",""
CHEMBL1073,CHEMBL1293235,7.05,7.05,7.05,Small molecule,4.0,true,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,TRUE,TRUE,BLOCKER,CHEMBL2096972,false,ENSG00000160789,false,false,true,true,false,2,4,,,,"impc, eva","ENSG00000187486, ENSG00000006071","EFO_0003914, MONDO_0005148, EFO_0003884, EFO_0000400","",""
CHEMBL1289926,CHEMBL3788,8.38,8.38,8.38,Small molecule,4.0,true,CHEMBL2410100,B,Homo sapiens,Serine/threonine-protein kinase PLK4,,,9,Direct single protein target assigned,,SINGLE PROTEIN,O00444,Kinase,TRUE,TRUE,INHIBITOR,CHEMBL2095227,false,ENSG00000142731,false,true,true,true,false,3,42,,,,"impc, chembl","ENSG00000102755, ENSG00000037280, ENSG00000128052","EFO_0004142, MONDO_0004669, EFO_0000673, EFO_0000198, EFO_0000616, MONDO_0011719, MONDO_0011962, MONDO_0002367, EFO_1001951, EFO_0009708, EFO_0003860, EFO_0003841, EFO_1001465, EFO_0003060, EFO_0000231, EFO_1001968, EFO_0003865, EFO_0004198, EFO_0000681, MONDO_0004992, EFO_0000222, EFO_0002517, EFO_1000131, EFO_0004252, EFO_0000640, EFO_0000313, EFO_0003869, EFO_0000181, EFO_1000796, EFO_0000349, EFO_0000770, EFO_0002890, EFO_0004243, EFO_0007143, EFO_0003891, MONDO_0008315, EFO_0000756, EFO_0000519, MONDO_0016238, MONDO_0001056, EFO_0001065, EFO_0000182","",""
CHEMBL460499,CHEMBL5463,6.72,6.72,6.72,Small molecule,-1.0,false,CHEMBL4013057,B,Homo sapiens,Acid ceramidase,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q13510,Enzyme,TRUE,TRUE,"","",false,ENSG00000104763,false,false,true,true,false,,1,,,,impc,"",EFO_0000616,"",""
CHEMBL2158051,CHEMBL5462,8.72,8.72,8.72,Small molecule,3.0,false,CHEMBL2162884,B,Homo sapiens,Baculoviral IAP repeat-containing protein 2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q13490,None,TRUE,TRUE,"","",false,ENSG00000110330,false,true,false,true,false,,7,,,,chembl,"","EFO_0000181, MONDO_0004992, EFO_0000616, EFO_0000222, EFO_0003060, EFO_0006859, EFO_0000574","CHEMBL3038465, CHEMBL2221342, CHEMBL4296118, CHEMBL4802032, CHEMBL4680047, CHEMBL3885521, CHEMBL4802031, CHEMBL4296119, CHEMBL4630748, CHEMBL4630749, CHEMBL4802030","P15121, Q13489, Q00534, P11802, P03372, P00533, Q13490, P00519, P29373, P10275"
CHEMBL573,CHEMBL2608,5.45,5.45,5.45,Small molecule,4.0,true,CHEMBL1614103,F,Homo sapiens,Lysosomal alpha-glucosidase,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P10253,Enzyme,TRUE,TRUE,"","",false,ENSG00000171298,false,true,true,true,false,,42,,,,"uniprot_literature, impc, eva, orphanet, gene2phenotype, clingen, chembl, uniprot_variants","","EFO_0000319, MONDO_0005148, HP_0031284, EFO_0005407, MONDO_0011382, EFO_0000764, EFO_0001358, EFO_0005672, EFO_0003768, EFO_1001207, HP_0002140, EFO_0003894, Orphanet_79211, EFO_0000195, EFO_0003914, EFO_0005952, MONDO_0018076, EFO_0000519, EFO_0003781, MONDO_0004992, EFO_0000612, EFO_0003884, HP_0003124, MONDO_0002009, MONDO_0021187, EFO_0000180, EFO_0000712, EFO_0004911, EFO_0004272, Orphanet_309005, EFO_1000860, EFO_1001157, EFO_1001375, EFO_0001645, HP_0001891, EFO_0001073, EFO_0004242, HP_0002027, EFO_0003876, EFO_0003144, EFO_0000266, EFO_0009783",CHEMBL3833502,O43451
CHEMBL189963,CHEMBL1907605,5.04,5.04,5.04,Small molecule,4.0,true,CHEMBL3777409,B,Homo sapiens,Cyclin-dependent kinase 2/cyclin E1,,,7,Direct protein complex subunits assigned,,PROTEIN COMPLEX,P24864,None,TRUE,TRUE,INHIBITOR,"CHEMBL1907601, CHEMBL2111455",false,ENSG00000105173,false,false,true,true,false,3,45,,,,"impc, intogen, ot_genetics_portal, cancer_gene_census","ENSG00000110092, ENSG00000105810, ENSG00000135446","EFO_0008528, MONDO_0008170, EFO_0003060, EFO_1001950, EFO_0006318, EFO_0001378, EFO_0003869, EFO_0000305, EFO_0000349, EFO_0000569, EFO_0000616, EFO_0000182, EFO_0005952, MONDO_0007254, MONDO_0008978, EFO_0000574, MONDO_0008315, EFO_0000228, EFO_0000632, EFO_0002626, EFO_0002618, EFO_0004252, EFO_1001469, EFO_0000707, EFO_0000220, EFO_0000174, MONDO_0004992, EFO_1000045, EFO_0000630, EFO_0000637, Orphanet_145, EFO_0000181, MONDO_0011962, EFO_0002517, EFO_0000616, MONDO_0100096, EFO_0000708, EFO_0003086, EFO_0000519, EFO_0006859, EFO_0000681, EFO_1001968, MONDO_0008903, EFO_0000756, EFO_0000222","CHEMBL3038469, CHEMBL4523633, CHEMBL3617, CHEMBL3559691, CHEMBL4106152, CHEMBL4106153, CHEMBL3038468, CHEMBL4888454, CHEMBL2111326, CHEMBL4523634, CHEMBL4523689, CHEMBL301, CHEMBL3885552, CHEMBL2111444, CHEMBL2094128, CHEMBL3885554, CHEMBL2094126, CHEMBL4888444, CHEMBL3038470, CHEMBL3038471, CHEMBL3038517, CHEMBL4523715","P24864, P11802, P24941, P24385, P06493"
CHEMBL297453,CHEMBL4860,6.47,6.47,6.47,Small molecule,3.0,false,CHEMBL3056015,B,Homo sapiens,Apoptosis regulator Bcl-2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P10415,None,TRUE,TRUE,"","",false,ENSG00000171791,false,true,true,true,false,,39,,,,"impc, intogen, ot_genetics_portal, chembl, cancer_gene_census","","EFO_0003929, EFO_0001422, MONDO_0005180, EFO_0000763, MONDO_0007915, EFO_0000731, EFO_0000673, EFO_0000280, EFO_0004252, EFO_0001378, MONDO_0008903, MONDO_0021063, EFO_0003882, Orphanet_303, EFO_1001050, EFO_0000768, MONDO_0005148, MONDO_0043510, MONDO_0007739, MONDO_0010383, EFO_0007147, MONDO_0018906, EFO_0003060, MP_0001845, MONDO_0007254, EFO_0008517, MONDO_0004975, EFO_0000565, MONDO_0019438, EFO_0000764, MONDO_0008315, EFO_0000432, MONDO_0010679, EFO_0000284, EFO_0000616, EFO_0001065, EFO_0001064, MONDO_0005301, MONDO_0001187","CHEMBL4523685, CHEMBL3885516, CHEMBL3885513, CHEMBL5169265, CHEMBL4748224, CHEMBL5169266, CHEMBL5169264","Q92934, P10415"
CHEMBL116438,CHEMBL4081,6.70,6.70,6.7,Small molecule,3.0,false,CHEMBL2319887,B,Homo sapiens,Coagulation factor III,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P13726,None,TRUE,TRUE,"","",false,ENSG00000117525,false,true,true,true,false,,47,,,,"impc, chembl","","EFO_1000826, EFO_0000649, EFO_1001818, EFO_0007430, EFO_1001951, MONDO_0004992, MONDO_0004975, MONDO_0005301, EFO_0002913, MONDO_0043771, EFO_0000095, EFO_0001378, EFO_0000729, MONDO_0004979, MONDO_0007915, EFO_0003884, MONDO_0008315, EFO_0004268, EFO_0000616, MONDO_0005147, Orphanet_733, HP_0100543, MONDO_0010788, HP_0000155, EFO_0002618, EFO_0003768, EFO_0001416, EFO_1001898, EFO_0003060, MONDO_0011962, EFO_1001904, EFO_0001365, MONDO_0004985, EFO_1001801, EFO_0000198, EFO_0000220, HP_0000093, EFO_1000910, EFO_0008517, MONDO_0007254, MONDO_0021063, MONDO_0044937, EFO_0004288, MONDO_0002974, MONDO_0005575, MONDO_0022394, EFO_0000384",CHEMBL2095194,P08709
CHEMBL165,CHEMBL1293224,5.25,5.25,5.25,Small molecule,3.0,false,CHEMBL1614421,B,Homo sapiens,Microtubule-associated protein tau,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P10636,None,TRUE,TRUE,"","",false,ENSG00000186868,false,true,true,true,false,,37,,,,"impc, eva, ot_genetics_portal, chembl","","MONDO_0021063, EFO_0000407, EFO_0002614, MONDO_0100096, EFO_0000401, EFO_0000660, MONDO_0002691, EFO_0003956, MONDO_0005178, EFO_0000616, EFO_0000365, EFO_0003884, HP_0001258, MONDO_0005148, MONDO_0005090, EFO_0000195, MONDO_0007739, MONDO_0005147, EFO_0000537, EFO_0011023, GO_0007568, EFO_0001365, MONDO_0004975, MONDO_0018906, MP_0001845, MONDO_0005180, EFO_1000657, EFO_0000545, EFO_0000341, EFO_0000319, EFO_0000694, HP_0003124, EFO_0001072, EFO_0004265, MONDO_0011705, EFO_0003095, MONDO_0100339","CHEMBL4296123, CHEMBL4296122, CHEMBL4296124",P10636
CHEMBL31422,CHEMBL1293235,5.10,5.10,5.1,Small molecule,3.0,false,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,TRUE,TRUE,"","",false,ENSG00000160789,false,false,true,true,false,,3,,,,cancer_gene_census,"","MONDO_0005575, HP_0001891, EFO_0004272","",""
CHEMBL359744,CHEMBL4261,5.30,5.30,5.3,Small molecule,4.0,true,CHEMBL1614456,F,Homo sapiens,Hypoxia-inducible factor 1 alpha,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,Q16665,TF,TRUE,TRUE,INHIBITOR,"CHEMBL1806, CHEMBL2311221",false,ENSG00000100644,false,false,true,true,false,1,101,,,,"eva, cancer_gene_census",ENSG00000131747,"EFO_0003869, EFO_1000796, EFO_0000564, EFO_0003893, MONDO_0002974, EFO_1001042, MONDO_0011934, MONDO_0003175, EFO_1001951, EFO_0003060, EFO_0005561, EFO_1000292, EFO_0000223, MONDO_0006058, EFO_0001376, EFO_0000403, MONDO_0021054, EFO_0006861, MONDO_0007254, MONDO_0004986, EFO_0007143, EFO_0000437, EFO_0000198, EFO_0003144, MONDO_0018364, MONDO_0005094, EFO_1000984, EFO_0000095, MONDO_0002087, EFO_0000239, EFO_0000309, EFO_0000702, EFO_0000183, MONDO_0002367, EFO_0000094, MONDO_0017387, MONDO_0008315, EFO_0000691, MONDO_0000870, EFO_0000588, EFO_0000621, EFO_0000220, EFO_0000565, EFO_0000211, EFO_1001365, MONDO_0008903, EFO_0003032, EFO_0000760, EFO_1000131, EFO_0000174, EFO_0000637, EFO_0000569, EFO_0007160, MONDO_0001056, MONDO_0004992, EFO_0006475, EFO_0000305, MONDO_0000873, MONDO_0008170, EFO_0000502, MONDO_0002158, EFO_0003968, EFO_0000222, MONDO_0004192, EFO_1000158, MONDO_0004986, EFO_0001378, EFO_0003859, EFO_1001469, MONDO_0001187, EFO_0005537, MONDO_0009348, EFO_0000096, EFO_0000574, MONDO_0002678, MONDO_0020077, EFO_0000248, EFO_0000182, EFO_0009708, EFO_0006859, MONDO_0008380, EFO_0005952, EFO_1001100, EFO_0000681, MONDO_0007576, MONDO_0015540, EFO_1000251, EFO_0001075, EFO_1001968, EFO_0000616, MONDO_0018906, EFO_0002918, MONDO_0011962, MONDO_0002691, EFO_0000209, EFO_1000595, EFO_0000558, EFO_0000313, EFO_0000765, MONDO_0004658, MONDO_0044917","CHEMBL3885588, CHEMBL4296108, CHEMBL2221345, CHEMBL4296117","Q16665, Q09472"
CHEMBL23588,CHEMBL4261,5.30,5.30,5.3,Small molecule,4.0,true,CHEMBL1613803,F,Homo sapiens,Hypoxia-inducible factor 1 alpha,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,Q16665,TF,TRUE,TRUE,"","",false,ENSG00000100644,false,false,true,true,false,,1,,,,ot_genetics_portal,"",EFO_0005755,"CHEMBL3885588, CHEMBL4296108, CHEMBL2221345, CHEMBL4296117","Q16665, Q09472"
CHEMBL1944698,CHEMBL4036,8.52,8.52,8.52,Small molecule,1.0,false,CHEMBL3856552,B,Homo sapiens,Cyclin-dependent kinase 5,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q00535,Kinase,TRUE,TRUE,INHIBITOR,"CHEMBL1974, CHEMBL3055, CHEMBL3116, CHEMBL308, CHEMBL301, CHEMBL2971",false,ENSG00000164885,false,true,false,true,false,6,5,,,,chembl,"ENSG00000136807, ENSG00000134058, ENSG00000123374, ENSG00000170312, ENSG00000122025, ENSG00000096968","EFO_0000182, EFO_0000095, EFO_1001465, EFO_0000519, EFO_1000657","CHEMBL4523701, CHEMBL3885549, CHEMBL3559691, CHEMBL1907600","Q00535, P06493"
CHEMBL428647,CHEMBL1947,6.15,6.15,6.15,Small molecule,4.0,true,CHEMBL1613776,F,Homo sapiens,Thyroid hormone receptor beta-1,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P10828,NR,TRUE,TRUE,INHIBITOR,CHEMBL2095182,false,ENSG00000151090,false,true,true,true,false,15,156,,,,"impc, ot_genetics_portal, chembl","ENSG00000188229, ENSG00000101162, ENSG00000198033, ENSG00000127824, ENSG00000258947, ENSG00000167552, ENSG00000104833, ENSG00000261456, ENSG00000196230, ENSG00000123416, ENSG00000167553, ENSG00000152086, ENSG00000137267, ENSG00000137285, ENSG00000176014","EFO_0002517, MONDO_0005147, EFO_0008528, EFO_0003869, EFO_1000984, EFO_0000503, EFO_0003859, MONDO_0021043, EFO_1000043, MONDO_0008315, MONDO_0007576, EFO_0004243, EFO_1001931, MONDO_0002158, EFO_0006818, EFO_0002892, MONDO_0008170, EFO_0001075, EFO_1000576, MONDO_0100342, EFO_0006352, MONDO_0011962, EFO_0007535, EFO_0000685, EFO_0006859, MONDO_0018364, EFO_0000574, MONDO_0004658, EFO_0001061, EFO_0000308, MONDO_0001056, EFO_0005952, EFO_0009708, MONDO_0004669, MONDO_0021657, MONDO_0044704, MONDO_0021148, MONDO_0008903, EFO_0000519, EFO_0000514, EFO_0000180, EFO_0004272, EFO_0000294, EFO_1000796, EFO_0000466, MONDO_0005271, EFO_0000537, MONDO_0003751, MONDO_0021251, EFO_1001100, EFO_1000158, EFO_0000702, MONDO_0005411, MONDO_0004192, MONDO_0004992, EFO_0000558, EFO_0005537, EFO_0005567, EFO_1001951, EFO_0006772, EFO_0004224, EFO_1000613, EFO_0001378, EFO_0000199, EFO_0003826, EFO_0002618, EFO_0000182, EFO_0001416, EFO_0000588, MONDO_0001879, MONDO_0002715, EFO_0004149, EFO_1001968, MONDO_0002108, EFO_0000691, EFO_0000616, EFO_0003863, EFO_0000556, MONDO_0001402, MONDO_0002974, MONDO_0002367, EFO_0000305, EFO_0000707, MONDO_0002120, EFO_0000183, EFO_1001331, MONDO_0011719, EFO_0005088, EFO_0003060, EFO_0003050, MONDO_0021355, MONDO_0022394, MONDO_0002691, EFO_0006861, EFO_1000350, EFO_0003875, EFO_0004265, EFO_1001471, EFO_1000581, EFO_0004284, EFO_0005922, EFO_0002617, MONDO_0001528, EFO_0003968, EFO_0005221, EFO_0010282, EFO_0000756, EFO_0000565, EFO_0004281, EFO_0004142, EFO_0000389, EFO_0008524, EFO_1000052, EFO_1001512, EFO_0000228, EFO_0003833, MONDO_0001187, EFO_1000657, EFO_0000764, MONDO_0002601, EFO_0000681, MONDO_0004986, EFO_0000178, MONDO_0044926, EFO_0000313, Orphanet_145, EFO_1000251, EFO_0000432, MONDO_0018944, EFO_0003860, EFO_0000284, EFO_1001465, MONDO_0001325, MONDO_0003060, EFO_0000676, EFO_0002496, EFO_0002938, EFO_0000708, EFO_0000181, EFO_0004230, MONDO_0021117, EFO_1001961, EFO_0000673, EFO_0003843, EFO_0000095, EFO_0003893, MONDO_0007254, MONDO_0002087, EFO_0006318, EFO_0004252, EFO_0003100, EFO_0002916, EFO_0003897, EFO_0000571, EFO_0003868, EFO_0000365",CHEMBL2111462,P10827
CHEMBL42,CHEMBL3155,7.75,7.75,7.75,Small molecule,4.0,true,CHEMBL3378892,B,Homo sapiens,Serotonin 7 (5-HT7) receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P34969,GPCR,TRUE,TRUE,ANTAGONIST,"CHEMBL217, CHEMBL224",false,ENSG00000148680,false,true,false,true,false,2,8,,,,chembl,"ENSG00000102468, ENSG00000149295","EFO_0005407, EFO_0005230, MONDO_0004985, MONDO_0005090, EFO_0003852, MONDO_0002050, HP_0001249, EFO_0005411",CHEMBL2096904,P30939
CHEMBL1200946,CHEMBL1293224,5.30,5.30,5.3,Small molecule,4.0,true,CHEMBL1614421,B,Homo sapiens,Microtubule-associated protein tau,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P10636,None,TRUE,TRUE,AGONIST,CHEMBL1871,false,ENSG00000186868,false,true,true,true,false,1,4,,,,"uniprot_literature, impc, eva, ot_genetics_portal, chembl, uniprot_variants",ENSG00000169083,"EFO_0003964, EFO_0003966, EFO_0008572, EFO_0007312","CHEMBL4296123, CHEMBL4296122, CHEMBL4296124",P10636
CHEMBL157101,CHEMBL3522,"7.19, 7.11, 5.56, 7.42, 7.03",7.42,7.11,Small molecule,4.0,true,CHEMBL857681,B,Homo sapiens,Cytochrome P450 17A1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P05093,Enzyme,TRUE,TRUE,INHIBITOR,CHEMBL1780,false,ENSG00000148795,false,true,true,true,false,0,39,,,,"uniprot_literature, impc, eva, orphanet, ot_genetics_portal, chembl, uniprot_variants","","EFO_0009516, MONDO_0005148, MONDO_0005301, EFO_0000540, EFO_0003047, EFO_0007510, MONDO_0001134, EFO_0004234, EFO_1001494, EFO_0000574, EFO_0005952, MONDO_0008315, EFO_1000764, MONDO_0002406, MONDO_0004975, EFO_0000341, EFO_0000756, EFO_1000948, EFO_0000519, EFO_0001663, EFO_0003932, EFO_0007174, EFO_0003882, MONDO_0007254, EFO_0000621, MONDO_0002146, EFO_0000616, MONDO_0004979, EFO_0007512, EFO_0007543, MONDO_0004992, EFO_0003917, EFO_0000095, EFO_0003894, EFO_0000673, EFO_0002614, EFO_0005539, MONDO_0100130, EFO_0006911","",""
CHEMBL717,CHEMBL2034,8.00,8.00,8.0,Small molecule,4.0,true,CHEMBL685254,B,Homo sapiens,Glucocorticoid receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P04150,NR,TRUE,TRUE,AGONIST,CHEMBL208,false,ENSG00000113580,false,true,true,true,false,1,32,,,,"impc, ot_genetics_portal, chembl",ENSG00000082175,"MONDO_0011962, EFO_0000536, MONDO_0007915, EFO_0000198, EFO_0000545, EFO_0000400, EFO_0000616, HP_0031217, HP_0000132, EFO_0001065, EFO_0000180, EFO_0000764, EFO_1001375, HP_0008209, EFO_0003843, EFO_0000681, EFO_0000537, EFO_0003882, MONDO_0019499, EFO_0002890, MP_0001914, MONDO_0002367, EFO_0000673, MONDO_0000831, EFO_0001645, HP_0003124, EFO_0004230, EFO_0003877, MONDO_0004975, EFO_0002950, EFO_0003777, EFO_0003922","",""
CHEMBL806,CHEMBL3509584,6.22,6.22,6.22,Small molecule,4.0,true,CHEMBL3540577,A,Homo sapiens,Arylacetamide deacetylase,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P22760,Enzyme,TRUE,TRUE,ANTAGONIST,CHEMBL1871,false,ENSG00000114771,false,false,true,true,false,1,9,,,,ot_genetics_portal,ENSG00000169083,"EFO_0000616, EFO_0000196, EFO_0000313, MONDO_0008315, MONDO_0018479, MONDO_0008170, EFO_0000673, EFO_0000660, EFO_0001663","",""
